log_id,user_id,fps_avg,memory_usage_mb,is_crash
c765a4a7-8a4d-41a2-85ff-baf65163a007,c125d8f4-4051-415d-ac21-2f2abbc05497,55,574,0
cd62a4f2-c6d0-4f86-9feb-2e403dc80ba3,d84368d2-8076-4cf8-95b7-e945bfdf2e3c,45,350,0
0685fcd5-dc87-4c38-98d5-516a7d959d0d,58fe979c-88a2-47a1-bcc1-4cf1d39608d7,58,453,0
cca766f7-fbae-4dab-86d5-fc0319397a12,e9cc88b1-470e-4c4c-bde4-87909a555463,40,414,0
fc2be0d0-e37d-4626-8a48-a70d256bd215,16b62d0c-1cde-4176-b484-cdc633810b92,35,868,0
e00515a4-2bb0-4abd-a2eb-4a5bf8c2580e,70258de6-74e3-4ff4-8317-f746cffca4b7,56,328,0
17d24337-3550-4cf7-a343-b6b1a88a2044,0f8a2e98-51be-4fc0-a1c9-3be8190974d8,21,426,0
31351329-f2a8-4f09-b224-3ccc84cbea5a,18c824ea-d567-4c66-9603-360bccd3302a,58,756,0
015cb2b3-0106-4076-89c7-c3d0d58433d6,192d9b93-0955-4a35-9b6a-9cc084b1a35f,42,711,0
0eb6c1e2-959f-42d4-bc70-55620fc01c70,192d9b93-0955-4a35-9b6a-9cc084b1a35f,55,894,0
4780adcf-0d6d-4a17-9c77-a5a9e7e6d178,9da42ecd-0a2c-424d-8b6c-204437c798bc,53,491,0
89da277f-9795-4aed-a4fc-46524f7b8fe4,9da42ecd-0a2c-424d-8b6c-204437c798bc,30,310,1
6df2b140-354f-4f6b-b141-4161a253bbc3,9da42ecd-0a2c-424d-8b6c-204437c798bc,20,314,0
c38760d0-bda5-477c-996d-c5cbc599d572,28d99a9b-37bd-424c-83de-94cb74e497e9,31,872,0
b2141570-199d-44ec-bcdc-93a92e59adb7,6951eb2b-d86b-47d1-8dcb-651d0578de8a,59,719,0
41116701-cc2b-4a53-b839-47bc404d537c,ab29e342-ca97-45f1-85b4-274b3f11b95d,37,311,0
2cf94560-02a6-4db3-a434-264662fd1840,848f7cac-eaea-45db-b078-88bcfc8bd8da,41,463,0
b49cb73e-3855-40db-8782-acbe2274f010,4b2ef73e-3991-4eca-9ed4-7791a7ec854a,56,680,0
fd55f8ff-a2cd-4af0-8726-c0aa97ac8a4d,1f6d4c48-c0ad-4f0f-9989-504469afe5aa,22,711,0
e5c9ceee-47f1-4af2-ba16-8936f52699e4,e95124f9-f9e0-4f96-9d9b-dab5a5d4ee8b,25,837,0
b669ac64-fd09-4e0d-bee6-5dd8324d9e1e,a8b47289-4b8f-4213-8fae-11180bf6d363,28,872,0
facbd625-88fb-4061-8f81-dcb713c4c14e,f68a16f6-c644-40df-bf8e-a963363aa522,44,788,0
5dade56c-71fd-42d1-be09-6aeb355ff605,f68a16f6-c644-40df-bf8e-a963363aa522,53,606,0
b7596921-3b16-4474-8ead-3ca007357c42,61acb75e-29a0-4379-a385-be5279fe5105,42,260,0
a0f9a907-4450-49bc-919e-15d519104734,aa83e29f-9a21-4ed9-a58f-30b466afaa83,55,433,0
13bd916f-a289-4880-8e9e-d4f807ddb441,7ba75092-3f53-4353-a57d-9e831143e722,40,760,0
2682b75b-f3bc-4297-a547-d8598019bc11,308812e2-3f16-4447-8c6f-48bd9fab82fe,20,893,0
250ee23f-2005-44a4-98f2-9553489d2c1f,14d2bb75-f749-4d0b-ac27-a34d9adcffe9,50,822,0
57e5ee47-f0f7-40d5-bcc6-16f8dd54df68,03052bf6-36eb-4d43-b10e-9b63f26f753f,23,207,0
052b0d2a-8c1e-40c2-a0e1-aa90f091182c,fb78dde5-3fd2-4b16-8097-7a2cdc990439,40,450,0
5ebb68d2-7a02-444a-addf-d1d6678f5710,c577a24a-2fc5-499b-9c05-1c62708130db,53,816,0
4f1748e9-a5c0-457b-b094-c9c9d52c623e,c577a24a-2fc5-499b-9c05-1c62708130db,50,869,0
302d17d0-348d-47fd-ae8d-cfe59415a81d,c577a24a-2fc5-499b-9c05-1c62708130db,46,746,0
1d5f39f1-acda-4e27-9834-c2c10f381137,2e4518e5-7038-4968-ba03-5ec634ab2563,33,317,0
177ca8a5-7134-4db1-be1d-10ca08195038,7b43ddd7-eccd-4163-98c4-abe544409e54,34,214,0
4accc6be-42d3-4d44-bb7c-313d8781ffc6,a2b97a22-8fcd-4f6d-9729-3d16cfef727b,60,668,0
c3b0c468-09e0-4349-ab1d-4c6b07f0205a,8e0e80ce-8fe3-4860-b8e5-b3519bb1641d,23,221,0
03128296-5928-483f-b072-05a744b8e466,8e0e80ce-8fe3-4860-b8e5-b3519bb1641d,25,417,0
193f5866-9671-4b40-ba74-4cd4526ed19b,89eeec1a-6922-40b4-96dd-1b412b4ab575,51,612,0
eb0c10d9-d5d6-4eed-a03b-1efc024f23f5,89eeec1a-6922-40b4-96dd-1b412b4ab575,33,772,0
82a58b7a-6282-46e0-ab53-2dc64b97c3dd,42060fc7-c24d-4597-be94-bc9ca0a8796b,39,218,0
a8a1d78c-a2a4-43ed-b9d4-5d52b88b4c7a,42060fc7-c24d-4597-be94-bc9ca0a8796b,43,331,0
4fe24bef-febf-40b9-97d0-6830e322284a,a655ef3a-18af-4d38-9d94-b96c78072d18,32,224,0
d4dfda0d-46fa-4c0c-b8e8-cf47eaee547e,4e8c4fdd-f4b2-4f2e-b7a0-d371d21a36cc,52,698,0
c0afb459-c4c0-43aa-bda3-b0a445861c36,2da3ddc3-b96a-45e5-a37e-f4679ce1d8dd,56,778,0
c60a0cd4-1d3e-4b73-b936-15b353ea040e,2a637522-2b6f-449a-b302-1c718e2ed314,42,297,0
de67dc0d-ef9e-453f-b26a-33dd37ae5e28,b47f095a-d0d3-42da-ab48-61b833c5557a,60,679,0
240ea207-5e4d-4964-bded-cd3de6042144,c0733d88-158b-42bc-8914-0aa308f408e9,25,320,0
d80b9cc5-2214-4243-b0e5-912c8d8bc820,501793a6-a555-412a-9bb2-e076be341269,34,712,0
f876898d-54f4-4e2f-ac07-60c025e32886,983d9a10-4af0-4017-a125-2a4cd6201b46,44,840,0
1de434ce-6f25-4b5e-8b4b-71d885234bdb,0049147d-ce6b-4ddc-94fb-e18c59970eca,33,436,0
844f9079-d72e-4e96-b02f-058876768f0b,025767aa-9fe5-4498-831f-3b0e885f07e9,38,344,0
1598bc0f-7a3a-446d-acaf-b7f1cbc9e511,43708e96-7613-4b5c-80a8-d1cb77a64003,25,759,0
3324dd93-3bf7-4924-b520-208a622db3d1,9f44212e-24b4-4afa-9a9d-c86b49b082e1,54,235,0
a34baf4b-6411-44b7-92de-2dd5359092fc,9f44212e-24b4-4afa-9a9d-c86b49b082e1,27,578,0
d53b7399-18c5-42f3-b771-de2025dec02a,5fa38e51-938b-4c61-a009-5d3e295e7848,21,556,0
848225cc-19b2-4f66-9d29-04a4f07fd316,74e080b7-3376-45f6-b4d4-38864845f224,49,331,0
db2a2412-31fc-44cc-a7b7-db604a5cbd32,74e080b7-3376-45f6-b4d4-38864845f224,51,439,0
c3ca973e-18d4-4b50-a903-46a669d66a1f,8af6da63-bba5-409c-9b97-5e14044e460c,41,247,0
0de64319-f938-40b8-9ae5-7edfa20de5ca,40833393-b84a-4d40-8945-4921331de8a8,32,592,0
97d31817-c07d-49e6-88ee-c4b13bcb932e,40833393-b84a-4d40-8945-4921331de8a8,48,842,0
19a9c49c-f0dc-42e1-a4a3-fcd9b5717780,527f2e3e-be53-40f2-861e-91e24305ffb5,51,648,0
de5b3102-140a-414c-b28e-476fcec16792,8d4accd4-9db7-411c-93bc-bbb3247d108d,46,850,0
8dbba33f-4ad5-4961-b707-a406f64c7276,a5f58d7b-4322-4c8e-955a-fa767087d076,59,689,0
b6023496-39f9-4688-9d6f-d755429ae9a4,a5f58d7b-4322-4c8e-955a-fa767087d076,36,646,0
e02d7b88-dedf-4439-855d-b01a9cd4a6b8,617d8120-71a8-40ba-afd4-db933471a2e2,44,551,0
0f438bdf-59d2-42e0-90b3-7bbfd918e510,617d8120-71a8-40ba-afd4-db933471a2e2,58,483,0
be8372b0-2c92-49ef-a514-dfa9124c5625,bab6855c-36ac-48aa-b785-64a204a6800e,27,813,0
7995b143-94ef-4d75-97ad-2060322ea490,bab6855c-36ac-48aa-b785-64a204a6800e,37,449,0
13c614a9-025d-40a1-90c6-0376de44fa79,7e9fcd74-ab42-4711-bd62-b79d349b2639,43,318,0
f524e4dc-3b18-4a48-a19e-a96ece94f24e,77a1d8c9-e5ce-46ac-afd9-de6bfb3ee26d,46,844,0
4f7d4131-b869-4e47-92d4-681307406dcc,77a1d8c9-e5ce-46ac-afd9-de6bfb3ee26d,48,244,0
11c8275b-3072-490b-ba5e-90cd2c04999c,c7b4a789-7b42-4dac-8d90-471d03c3bda4,43,654,0
38fd5a50-297a-46f6-9a8c-cfcf2cdd7d9b,6226a8d7-23e3-4242-ae2b-0e70930fca40,44,840,0
caf04d8b-1bfd-4e03-a330-f2a31859e035,6226a8d7-23e3-4242-ae2b-0e70930fca40,46,487,0
826331db-0863-4655-8e4e-24e4be83a9d5,2a9c5bb5-b212-490a-adee-6d36d75a21e8,33,397,0
ac96662c-452a-4e51-8323-e2e06f04ad63,2a9c5bb5-b212-490a-adee-6d36d75a21e8,55,868,0
4cb675c4-2aa5-40e0-988e-4c81e1d641ca,e4a6960e-b4c9-448a-be6b-ea310b5d8aab,40,562,0
863e88fa-2ae2-4ea4-861e-bcbe5f35a9d3,e4a6960e-b4c9-448a-be6b-ea310b5d8aab,54,858,0
7757c4df-ec48-438e-9ef9-3d41ad581849,986b06a9-fb8d-484f-b206-edb23247a432,57,466,0
48640897-e64f-4287-bf2c-c32e27f372c1,d85af0da-0b9b-4d66-add0-77db35e1388b,54,606,0
0a15533a-2fa6-45b6-8a73-6076a23f7d1e,26bc038a-1b12-46ba-ac56-36fab1a19841,29,646,0
a99157d2-9424-43b6-9c00-b0b6392da439,26bc038a-1b12-46ba-ac56-36fab1a19841,32,719,0
1de529e2-6be9-48b7-8dce-f1bdf8133cf1,eadf6412-a4c1-4020-8111-2a56ae4d2589,52,231,1
ff633508-4ea5-4fb3-a8da-833562258a97,eadf6412-a4c1-4020-8111-2a56ae4d2589,32,526,0
67aa68a9-084b-438d-831d-4da3db6b4b1f,c2bac5f0-eae6-4fea-b170-6618294d7237,41,322,0
a5af19f1-e786-45b6-9e1f-45e022ad855f,12daf221-74f9-44e7-8c6c-9037dcb2f4dc,39,697,0
dee88b9a-5fc0-4725-989b-af08d036565f,12abedd5-8d89-4a90-a6ec-fbb5df8cf74c,26,707,0
bb663082-0a89-4cb5-8b6a-fe01e24791ee,23c3a75a-2308-478c-a323-59e06eb74e7e,33,889,0
ffeebe22-ee6c-4837-8b02-0c02cb31e3ed,23c3a75a-2308-478c-a323-59e06eb74e7e,31,798,0
3b5e103e-b6d1-47f1-9a4b-c9de50b7704e,907e740b-72f7-4e64-aef2-5bf6bdee97b0,46,783,1
5d4719fc-6318-4e0b-a6a6-bf91e920a771,9114ea3d-707e-4b0b-8b19-2052110e6590,50,880,0
107c68e1-fb8c-4722-b40b-bb196060986f,9114ea3d-707e-4b0b-8b19-2052110e6590,45,617,0
ad0923ec-78b4-4f5f-9934-029d6e408534,2ef324d1-6e0e-422e-ba5f-cbff3b886157,37,686,0
f58a2469-4371-4cac-bcc6-9d0f723593f8,8e66a5f7-7a91-4bfc-b55c-af106d8ba117,60,291,0
44cbfb02-1a1b-47ff-ae97-4513bd493462,8e66a5f7-7a91-4bfc-b55c-af106d8ba117,44,851,0
7d2b1bff-621b-4e61-9baf-556d07eefcd7,80b85b24-fee6-4170-93e6-0e3d4be27990,54,434,0
90bf493a-d794-4061-9cc2-fcf02f22fc91,659a9846-8103-46d2-8be0-fee39c81b82e,37,716,0
73e216d5-c274-479c-b69d-3673788c4e90,a72b22b4-84b5-4284-8525-a3d00459863a,47,839,0
7cee91e9-c023-4d30-92bd-f0ea0a71b03c,14a8c5a8-faf2-452a-8073-5b09af310924,58,356,0
4f1da4e3-faae-4b53-8988-87a7e7e29f6e,14a8c5a8-faf2-452a-8073-5b09af310924,57,666,0
c627a561-e69c-4c0f-8eb2-e8ea398607af,4173a4dc-bd9a-48e5-b623-7954dffa1374,51,663,0
1b858c5d-f767-4220-9011-d7b9a6821e07,a8073a8f-d422-44e9-9569-d9b5199becae,28,393,0
c07e9e31-10cd-4227-86b0-bf358a18067a,1e931838-3b7e-4dcd-9877-dee0f891d68b,48,267,0
3e3f5cc7-e98e-4f2b-9438-4dc87922636b,50ac7751-c413-445b-87fe-be53e1014503,28,453,0
8ea5ca57-c057-4483-9c00-46158ab566b4,50ac7751-c413-445b-87fe-be53e1014503,27,383,0
25145d44-e5ef-4601-9de1-1405764c76d8,16bbf77d-f959-49ac-8832-f9a6a69bc4a5,30,765,0
37df734c-387e-4fc3-903b-fa6ee750d436,16bbf77d-f959-49ac-8832-f9a6a69bc4a5,51,462,0
04a4911d-02f9-472e-bbca-dd0485d8c559,f625b188-a035-4fec-9a36-134120e64f08,34,346,0
f05593da-604d-44ac-baf7-35438fa7a91f,5e145e18-1102-4178-908c-7e9bd3064af8,28,729,0
e614af9e-a70e-44d3-aa48-19ee965fcc46,fb320d27-8bc2-4a0d-9f38-d61f168cc2b0,51,480,0
876eb2e2-9fa0-407d-b529-62c816a300fe,fb320d27-8bc2-4a0d-9f38-d61f168cc2b0,51,888,0
cde174c2-9beb-4e4d-98b9-4cdc42088078,fb320d27-8bc2-4a0d-9f38-d61f168cc2b0,35,272,0
f6dcc228-2687-4459-85a7-3eca95721805,dbc4147b-9810-489b-975b-3d7be43074eb,46,235,0
1406296c-9755-4428-8de9-a7badf281867,53372313-90d4-4a00-8d47-b373b3bdaf4e,55,458,0
6778d7ae-a7c9-4e0c-aac0-c59536b62971,407492d8-cbb8-46ff-ba09-0ef44e4a150e,44,661,1
aeccfaa1-7ea9-44d3-8542-0c74f8eabec3,b67e2e55-ff3e-494b-b545-65e66142a0da,52,583,0
b82b60a3-570b-44ca-9b03-6760e75eff49,b67e2e55-ff3e-494b-b545-65e66142a0da,37,793,0
f97276d7-47c5-43ed-85e8-720a439bb28d,f3272d40-9591-42a7-bb7f-9c544e06b962,38,483,0
77de2b35-0c12-41bc-bdeb-c289121875eb,1ac9f187-6ad5-476f-a1d6-ce0be16f97fe,33,504,0
aa28574c-0ea5-4040-818d-e29abf874ab7,1ac9f187-6ad5-476f-a1d6-ce0be16f97fe,41,831,0
2e48f6ba-3f8b-4d4d-a13c-7cd39fb07270,1ac9f187-6ad5-476f-a1d6-ce0be16f97fe,44,238,0
7b631213-b185-42cb-9192-40607f1132e9,2274c047-a2c4-46a7-82df-4051b31ace1c,22,544,1
9210dba0-02d7-4815-a57a-98f6c781aca9,700b0670-7dc7-4348-96ff-1f09e1ec4fe9,60,449,0
2edee1c6-be76-48f7-a7ce-1bd8672e5f45,7f02741c-fe0d-466a-8c33-b38d552a9faf,36,577,0
f8e31a12-5db4-40b0-95c7-666323ddab1a,a1d3b2ec-1b6a-4cad-b560-2ee47c3fe2e7,58,377,0
de709f3f-d1fe-4eb2-842f-38a3b3a0d6c5,b26b6ed5-64c9-4040-bc5a-3d00f6baa205,20,240,0
df8447e1-4fb3-41f6-9458-7513e62cc053,f6be9c2b-8202-4671-87c4-3f43b190e284,54,257,0
669408a9-8f95-4290-8d12-68128a5f8569,8f218f1c-d4ad-4ce9-9981-a0cd20fa50a4,44,873,0
7e0ed11d-dd28-4bdb-a514-e8ffc0156dc6,0f3efa05-cdb9-4973-8fc4-85618d14c892,22,664,0
8f3faf14-df3f-460f-a4af-ee0f2a942a6c,2b01853a-1905-41c1-b8f0-1e370a40630b,44,881,0
43d7a34a-b840-4070-a2ef-b5c63630f7c4,5dd099bd-9f84-4cca-9e1a-1836697aba44,57,706,0
2515f017-1685-493e-8ad9-47a39a12c814,24d2c7ff-349e-43c2-818d-36e52711a3a5,33,691,0
933f6552-fd3b-4dc5-8ff9-209168caff09,46e4f7f2-f1c6-4a99-afdd-0cde64448506,28,351,0
114e8069-516b-41c7-b00c-3eddd2ee5955,46e4f7f2-f1c6-4a99-afdd-0cde64448506,49,692,0
ab2ee5da-aefe-46e5-b8ad-5e7ff3c267bf,463f5d96-b898-4c27-9a68-5f565a361180,31,748,0
82777e50-8906-47f7-99a2-d5703902c378,2ac0e14c-842b-4c3d-b39c-3ef45739067c,25,829,1
a444a559-b86c-4725-8378-e0eb1c69f63d,2ac0e14c-842b-4c3d-b39c-3ef45739067c,59,814,0
f1520de1-324a-43b1-a540-9d8361a6b65d,024eeeac-83e0-4524-898a-34de877f8e98,55,818,0
57c9292c-ed8e-487e-af4c-64bc8995597b,da864793-0c70-4d96-bbd4-3993f911229c,37,222,0
05d4bebc-e6e5-446b-9a95-9b627fa79003,c12fe274-5735-4156-9f0b-72374f91cf87,21,216,0
fab6b876-681b-46e6-b152-0f5ed8a50e92,89d97118-5dfe-4dc7-814b-4a278fbf2dc7,30,483,0
47d8f150-e3b8-4356-aefb-b231f409f262,1c0b92f3-4cc1-48e4-9cb6-86654ddfce1c,27,774,0
bef48d5d-8afa-42e1-9fc3-304a3e81f8a0,7c2b992d-907f-4a2e-984a-e10ed57dada1,38,787,0
7109a8be-1268-4a92-bba4-ae3ab37db77b,71426ee2-6827-4ae1-b008-8f7fe0503ac0,60,590,0
a8435e88-b230-452c-83ad-75355c28e8f1,fc6addc5-8c4e-417c-b897-51fdd12219a7,38,850,0
84af11f9-0a8e-4171-ad7a-9f17d9826c54,fc6addc5-8c4e-417c-b897-51fdd12219a7,54,559,0
d2e26b3f-bdae-473f-8c69-6436c94e01b2,cbe95548-a848-4dda-b1d7-c5a8664c197f,56,288,0
9a0e6ce4-fefc-43c9-8f13-6c792574ddd1,584138c5-f46a-4341-96b2-89c60165bdad,33,501,0
8a3861f9-66b4-401a-9979-ed2b378f6c71,584138c5-f46a-4341-96b2-89c60165bdad,60,640,0
0bd35256-f7a9-4aed-bb69-0261234e08d1,584138c5-f46a-4341-96b2-89c60165bdad,33,730,0
308d5f34-6eda-4aad-971b-0ec6798f49e8,bc9f3df4-0d9f-4fc2-8185-8b5d7678cede,59,352,0
0518e075-38a5-471f-b8c3-34f9122e43ce,c0d0c860-9cde-4070-b25f-a2d722d82157,48,692,0
83d5519a-5a41-4f79-b637-4f56454640fd,8ca5b35c-7255-43e3-a08b-4d2b70b83c3e,35,700,0
b22c7064-1a1e-42e2-b823-68704c43eb41,48163d17-64df-46a7-bb6d-217ac8dbc31a,33,771,0
943848e6-7738-4d50-aeaa-4ee3827ea436,0fd3a7a3-6df6-45ec-86f2-cef5875b1252,45,694,0
a5903843-7a40-49a5-bd47-5852e953c997,2aa1f8a9-40c2-48b7-9fc6-28187eed767c,50,451,0
1e93dc7a-bbc3-47a9-adcc-ea02720b6a7c,254b6e2e-cb9a-46e3-8a31-ec89cfc30970,44,316,0
dc4fe90b-40a9-4e2a-b62e-847cfd1c2b03,19e2ccf8-c25f-469f-9ad2-bfd8161de565,26,488,0
673f166f-eb19-4921-8f06-3c694818fdf2,6827be44-8b35-47f0-a381-358c149a78c5,55,296,0
33d5a13c-ab88-42f4-9205-8a863c5dfd1a,72f5bf2d-ff21-477c-a0e3-e7a077b13f7c,37,334,0
0f60904d-0002-43ba-858a-cbf73de7dcb8,b0006027-6092-493b-8032-833ba6f5a8c0,26,494,0
c62831bc-fb97-47b4-a43f-d74b2ceba1b4,5ef977e3-2353-428e-964f-bd88a2ebacc9,33,448,0
ba747511-7edf-4764-aa00-c06b2b2f47a4,5ef977e3-2353-428e-964f-bd88a2ebacc9,41,812,0
5812b3a4-4ed7-4535-a1b0-8c226e2d5477,d11af678-2c94-46ee-94cf-952453a8e727,21,202,0
4d99e032-42f8-4352-9f24-9b3347e43612,33c48aa9-fb75-4b5f-b113-7388afe1c025,30,629,0
fd6cc774-d5ee-480d-98c3-f34b9a10a236,33c48aa9-fb75-4b5f-b113-7388afe1c025,56,378,0
18b355a3-b985-4146-a565-9685eed8e0d3,18e152cd-5b6b-42bb-b432-5b7e321e8894,50,398,0
a688d444-3cdc-4b48-bf42-721e17f56aaf,f41f0141-3156-41dd-accb-1d874816df28,39,529,0
470f3de2-5468-4d9e-8496-71b57120ff59,e26bb86b-5d83-4027-bd52-9106dc8839f4,54,900,0
91ba4410-9c64-49bb-9e99-254f92bdbcff,04233cf6-8ab1-4e81-a69f-a4bfa1290a6c,51,219,0
4fc89cdc-c2dd-42a5-9f07-e688171c9184,04233cf6-8ab1-4e81-a69f-a4bfa1290a6c,30,745,0
954ead4d-3fa1-406f-ac68-55cb388ea553,896ff0cd-52af-4add-86e9-7df38e8f9882,46,620,0
76fc4c34-a097-4845-9565-f21b867e3750,1424c04f-c54d-44c6-9487-e09c5993662d,32,438,0
41b57db5-1471-4f57-a740-1f09ea8fc4cf,d087078b-75bf-4001-bfbc-6715ee67c6df,22,844,0
d7912dc5-a391-4bc0-b58e-4c74d87790d0,c96b9f65-f68f-46fc-8d1a-c53cfcf7004a,58,872,0
fef9a2ba-916a-48f2-9ede-feebaffdd388,c96b9f65-f68f-46fc-8d1a-c53cfcf7004a,43,291,0
a499a6f5-1339-453b-a8cd-f8073c44c4fd,b2dcccdb-5ebc-4dc1-b009-2263b0c2385b,33,601,0
e068593d-5bbd-4567-a211-e4e4beb38d33,b2dcccdb-5ebc-4dc1-b009-2263b0c2385b,58,503,0
33509cfd-15d8-4fc3-9519-078b4ce8ffcc,b2dcccdb-5ebc-4dc1-b009-2263b0c2385b,47,379,0
ce3874d7-f065-4c7e-b68e-b204ad28267c,1b17ac73-b78b-4223-9bd2-ce40e82d5c33,30,556,0
639e6462-9083-4cbd-a4bb-6402fb90be8b,e42c848b-223a-47bf-b866-27370f59812b,40,900,0
f2aca779-96b7-4c3c-b65f-d64bb340189e,e42c848b-223a-47bf-b866-27370f59812b,50,879,0
2503a05c-221c-4755-8e2b-795a1ba7216e,c1117b59-1b00-478d-be87-958f1158a7e0,42,900,0
fceb63fb-a2d6-46c6-ba92-09838fce2aff,52fd823a-37ca-4318-b135-7e48a5fbac60,38,485,0
9bb419bf-eac7-40cd-b0ce-babd954ad1fb,fc20f943-4e3a-49b0-9522-8c5b5238de8f,46,624,0
66bf5568-4c10-443b-910c-5a3cad1ce2ae,f250f4b5-6936-48e1-8ea1-6a28c92b4f36,56,228,0
5434c674-84c9-4d47-9b7a-da79301f799d,f250f4b5-6936-48e1-8ea1-6a28c92b4f36,57,476,0
15ce77d0-4543-4769-afb4-8f21e86af5d5,c0e5ade2-784d-4dff-81f4-ae53a72254fa,43,607,0
8ea60b77-d065-4d44-990a-de2c1fc9e14d,c0e5ade2-784d-4dff-81f4-ae53a72254fa,59,460,0
8d7732d8-50d1-4f4e-9b9e-62892c94cff4,b9ad97ed-bffd-4c2c-9d1e-e9de9700612b,33,613,0
92ab4541-19d7-4649-8cc4-0aaf9d23fa68,f99d32b7-ef7c-41cb-b36c-9915b0941339,41,291,0
cedda362-e69f-4c21-b4a7-8be1a269757a,757750ac-6386-4ad7-bae6-6de58fd2324a,44,275,0
ab80967d-f4ee-4083-a5a8-3186a4411611,3958486b-535b-4fde-9f06-3c798c3df5db,59,668,0
ebbe17df-e2a0-4012-8a6b-833835e51fa6,0c8f40c4-b81d-41e9-862a-0f5915384197,51,414,0
4d53f15b-78dd-48bb-84be-4d1d48ba1256,9dc332b1-dc7e-4a6f-8c76-33acee6723ca,32,628,0
fba5f740-0a09-4115-8f8c-345ecdf98eca,9dc332b1-dc7e-4a6f-8c76-33acee6723ca,36,789,0
4b249850-b033-40c1-a758-f05a84b90c01,80641a6f-538e-41d7-bfb6-fc58f4df6984,41,340,0
79bb756c-77d6-4848-b0c0-b0e1fa73cfa2,5631abad-d559-4157-b061-da8762e0486f,32,643,1
bfc32a46-0966-454f-a9a9-8e56cbe1249c,0eb9f326-3556-4d6a-9619-c9f86fb6f5e6,35,857,0
c6fe5228-501f-41cf-ae1d-17b99188de8b,c7995698-c4ad-41f0-9e2e-734ca117737c,58,772,0
be0f0d5d-0f5e-4800-a23d-4f210cf6b5b0,c7995698-c4ad-41f0-9e2e-734ca117737c,58,362,0
18baa306-fbea-4f06-b937-939ebf10b541,94559333-3d83-4281-9ad9-3e247aadf057,23,222,0
54b3c526-c58a-443a-bfa6-92a187914493,20da1bfc-b395-4b2c-8b00-4fe6f1d54aa6,39,342,0
d196f8ab-b625-4944-a927-ec98e669eaeb,4b5602af-29fa-47d1-ac64-eb0ac0f074b9,44,311,0
299a1297-0721-426e-a96c-e8bb687cfbe4,a0a9361c-9b89-434e-975e-cf022591ee79,36,375,0
30cd668c-8b36-4d89-8f2b-5a4edcebbe44,a0a9361c-9b89-434e-975e-cf022591ee79,29,368,0
