event_id,session_id,user_id,event_name,level_id,score,fail_reason
8d778dbf-fa9f-4728-9480-970270268204,02d0f848-feb5-4caa-8f1b-48c8bc3a30bb,c125d8f4-4051-415d-ac21-2f2abbc05497,level_complete,3,300,
598fe342-2f16-4863-abf1-2fa274cb6b22,1f4064ca-0f71-4f12-aacb-aa8cc06b0bfe,d84368d2-8076-4cf8-95b7-e945bfdf2e3c,level_fail,4,0,Out of time
8e4e08cf-f136-41bb-8d11-976b8324e88e,4813eb06-86fb-46c7-ada4-8ad7fcd3e61a,58fe979c-88a2-47a1-bcc1-4cf1d39608d7,level_complete,2,200,
a387ab0c-beaa-4c68-8e2d-834ee0c22515,06929a04-8d99-4eb8-867b-750e424ef7b4,e9cc88b1-470e-4c4c-bde4-87909a555463,level_complete,10,1000,
ecb270c0-e68a-47af-9e88-0fc781485367,34218885-69a9-4418-a90c-40e7e7ea2574,16b62d0c-1cde-4176-b484-cdc633810b92,level_fail,5,0,No lives left
3bcac919-bf60-43f3-b4c7-12618ca0d360,26de57b6-7051-48bb-96c1-a5e79b7c44b8,70258de6-74e3-4ff4-8317-f746cffca4b7,level_complete,3,300,
9b9dd705-f516-4e6c-9866-0114c83147a3,cb1c45dc-973c-43ba-848a-7fda7012cb45,0f8a2e98-51be-4fc0-a1c9-3be8190974d8,level_fail,9,0,No lives left
e4d1684d-59c0-49e0-b6ca-2ef21bc83bc8,a97fa7c3-347f-4e52-a5ed-8e0c46dfad96,18c824ea-d567-4c66-9603-360bccd3302a,level_complete,8,800,
ae8f09ea-0eb5-4dd2-8792-c488ef28ab34,3e8a0283-fbaa-4c9e-879c-f31463d2f2dd,192d9b93-0955-4a35-9b6a-9cc084b1a35f,level_complete,6,600,
e75aa4c2-c58d-412c-a75f-2900511af45b,4896a8b1-fa3a-4453-a35b-c33be1cec6f5,192d9b93-0955-4a35-9b6a-9cc084b1a35f,level_complete,3,300,
c0b030e9-bccd-4654-9ee8-6d086c0d82ac,a0e3a1d5-1178-44fa-8095-5bee2c1d54c0,9da42ecd-0a2c-424d-8b6c-204437c798bc,level_fail,5,0,Out of time
990211ad-d073-4890-a9b7-eaa64351072b,5d0cbdf3-c043-460e-bfed-c61a5a7b9572,9da42ecd-0a2c-424d-8b6c-204437c798bc,level_complete,2,200,
c0f00fc9-bf2c-4e77-8c9a-76cf174f9bc9,fc7a5bc6-b88f-417e-bf3c-8ed0e172954b,9da42ecd-0a2c-424d-8b6c-204437c798bc,level_fail,2,0,No lives left
b35bff34-0474-4c83-b56f-3aae870f4d00,748ac70b-f93c-4c2c-b44a-d2b54a93ecb0,28d99a9b-37bd-424c-83de-94cb74e497e9,level_complete,2,200,
0c761813-dcc2-4e32-961c-5684554c5b7d,0653340b-276b-4727-9b2c-9d5b1b607a73,6951eb2b-d86b-47d1-8dcb-651d0578de8a,level_complete,4,400,
2bc23f5c-a6ae-4f2e-8b5b-6f9347a2aa7b,bd26727d-f538-466c-a4f1-2a2c1e053c33,ab29e342-ca97-45f1-85b4-274b3f11b95d,level_complete,7,700,
5e3b5e77-4672-43be-9fba-7c4f42e9cb6c,2c8568c9-1492-4510-8bd9-be0c5abcb357,848f7cac-eaea-45db-b078-88bcfc8bd8da,level_complete,9,900,
ec879cde-6226-4087-92cd-ac4bd8530b86,14c7ad99-4867-45e5-95a5-9aa9931c1c9d,4b2ef73e-3991-4eca-9ed4-7791a7ec854a,level_complete,1,100,
221bc4d8-4fa9-495b-b7d7-bdd11c5133d5,6462ff31-d974-41aa-a0b1-95925552f57a,1f6d4c48-c0ad-4f0f-9989-504469afe5aa,level_fail,1,0,No lives left
eee98425-8787-4f90-8503-55f7b09819ad,1f4dc800-aaa0-49da-8139-8587a339a1f8,e95124f9-f9e0-4f96-9d9b-dab5a5d4ee8b,level_complete,10,1000,
4cdae98f-16c9-47c8-be9b-deadafcff0bd,084fffdf-eed9-47bb-9408-b65a317e7d91,a8b47289-4b8f-4213-8fae-11180bf6d363,level_complete,1,100,
248f954d-867c-4f5f-a68f-da193de3bbc3,5c42140d-a86d-47d6-8061-a799f6894d36,f68a16f6-c644-40df-bf8e-a963363aa522,level_complete,1,100,
600a7209-8b2d-4fc0-810b-0a1f8f509f8e,ce588b14-35dc-4663-83cd-7f9791ab06c6,f68a16f6-c644-40df-bf8e-a963363aa522,level_complete,10,1000,
04ac1347-7cc9-4a2e-9373-e2214f803da3,f9d8b482-ea12-4894-a807-5c971495e263,61acb75e-29a0-4379-a385-be5279fe5105,level_fail,9,0,No lives left
e2a7836a-9039-476f-8492-6f0b67c9b58d,cebbc7af-741d-47dc-a405-3c12319be3b5,aa83e29f-9a21-4ed9-a58f-30b466afaa83,level_complete,7,700,
c9d64172-52d4-49cf-9ca4-f16d1279161a,3096b6a7-8c9b-4933-897e-5ac6fd4ca883,7ba75092-3f53-4353-a57d-9e831143e722,level_fail,9,0,No lives left
f0c16ca6-e399-41a7-89f4-057cf50f974f,d261a6f5-b854-4a10-b801-881962508a1a,308812e2-3f16-4447-8c6f-48bd9fab82fe,level_complete,8,800,
2737244d-bec9-4a6d-b07d-9beaa8030e4c,37052529-1688-452c-8800-532a6e97e69a,14d2bb75-f749-4d0b-ac27-a34d9adcffe9,level_complete,5,500,
3877fe1f-fbaa-45fe-9d45-8ce5591b43ea,99319d34-6ea2-49a2-b3a1-ccd2bd4fbabf,03052bf6-36eb-4d43-b10e-9b63f26f753f,level_complete,2,200,
6a889b9a-5a56-4e41-b3d0-5ee296080f0c,acdf4f03-0ad5-4497-830c-ade170bf1abe,fb78dde5-3fd2-4b16-8097-7a2cdc990439,level_fail,10,0,Out of time
fa42847f-920b-4276-80b8-0587431130fe,912ee560-be41-48ee-ab81-795b703086b8,c577a24a-2fc5-499b-9c05-1c62708130db,level_fail,2,0,Out of time
86cd8566-095f-444d-9ab0-bfaa08099d1e,3bd1a9aa-5162-456e-9423-38cecd2accbf,c577a24a-2fc5-499b-9c05-1c62708130db,level_complete,2,200,
35764d4b-52c5-496e-a7ca-25767ed5981f,41b54194-ce53-47c6-9934-7d8c05e0b8aa,c577a24a-2fc5-499b-9c05-1c62708130db,level_fail,10,0,Out of time
67f4c08f-ea11-40de-ae07-e570b376c177,7a2c6384-f605-4c21-bbb2-af17bd189377,2e4518e5-7038-4968-ba03-5ec634ab2563,level_complete,4,400,
a137842e-71be-4e81-a67f-5ea83c7ec94a,f528d9f7-1933-48f6-8822-b51c2ac4958b,7b43ddd7-eccd-4163-98c4-abe544409e54,level_complete,1,100,
944b3fad-5009-432c-9f12-fb7f0df0f930,4a8e24bd-7af1-49bf-b0de-58957a72f826,a2b97a22-8fcd-4f6d-9729-3d16cfef727b,level_fail,9,0,No lives left
a00da7c6-29e6-41f6-a5fe-cf03e5d2d7e7,e95745ac-dd6c-4dea-8fd4-d534f3c32e27,8e0e80ce-8fe3-4860-b8e5-b3519bb1641d,level_complete,7,700,
08db200d-0a8b-4b98-811f-bec3476d669c,b0208e9f-708a-4fc7-9213-319fd78551db,8e0e80ce-8fe3-4860-b8e5-b3519bb1641d,level_complete,1,100,
cbe272b3-771c-4ee5-bdf0-a21e91ae3925,774c1bbc-4f74-47dd-be6c-bfe40e823f87,89eeec1a-6922-40b4-96dd-1b412b4ab575,level_complete,9,900,
5ff2b52c-54c1-4df0-a387-8a2d4accf8f3,0726ab2d-545f-4088-8e78-bd1859baaf52,89eeec1a-6922-40b4-96dd-1b412b4ab575,level_complete,7,700,
c29be068-dee4-4a2e-9e9e-0261e6af7102,426e6d09-4972-48a7-8170-ef0a43ac13ff,42060fc7-c24d-4597-be94-bc9ca0a8796b,level_complete,10,1000,
f62db5f9-33a9-4f13-8f3a-bff80e1144a3,dd60eaca-641d-4908-8dc3-d02302a037df,42060fc7-c24d-4597-be94-bc9ca0a8796b,level_complete,7,700,
857f9bb4-8277-4ef9-b91c-4b7a85c5d413,77cd373e-3e54-4536-9480-09f7a2b8bafd,a655ef3a-18af-4d38-9d94-b96c78072d18,level_complete,8,800,
df8a9e6f-f36d-4c46-bfdc-ff29ac21fb10,ecf4011f-5a06-461b-a5a7-4d9df668636f,4e8c4fdd-f4b2-4f2e-b7a0-d371d21a36cc,level_complete,6,600,
39c69040-ead0-44e0-90c4-0d5eb537751d,39162b1d-0a81-48c4-b36c-163c10a33980,2da3ddc3-b96a-45e5-a37e-f4679ce1d8dd,level_complete,6,600,
fdb81534-af52-4156-9567-9bb907be3024,7f08f2a4-392a-428b-911c-fa8bdebfa817,2a637522-2b6f-449a-b302-1c718e2ed314,level_fail,7,0,Out of time
98523d3b-c23b-42ee-b830-b85b289d93de,d8a138a5-253b-46a2-aa93-d332b0db1bca,b47f095a-d0d3-42da-ab48-61b833c5557a,level_fail,4,0,Out of time
6b287e32-99dc-4a77-8009-3bfeb2139a2f,cec71b84-6164-4c4d-9237-2fcfcbc8e22d,c0733d88-158b-42bc-8914-0aa308f408e9,level_complete,10,1000,
713f7617-0275-46c5-a346-76ad4199ccf1,4709eccb-d07f-4bcd-82cb-43533b3abaa5,501793a6-a555-412a-9bb2-e076be341269,level_complete,2,200,
bf698e73-6f48-4f42-bcc8-3d8a45d9eaa7,28e1737e-8256-4d66-85e9-2d43b456d4dd,983d9a10-4af0-4017-a125-2a4cd6201b46,level_complete,9,900,
e3d5c548-c7af-4560-8ac9-48cf0eb4b62c,b0096e3d-2fad-4496-9b7b-0f9503dd209d,0049147d-ce6b-4ddc-94fb-e18c59970eca,level_fail,5,0,No lives left
337ff270-6b26-4f2b-9991-b02fedb37984,b1ad74b8-ef33-46ab-813a-26b399489297,025767aa-9fe5-4498-831f-3b0e885f07e9,level_fail,5,0,Out of time
f5631907-f32c-4365-920e-5e017fd52472,5c8cf073-72f2-4d05-aca5-51341bdf4d05,43708e96-7613-4b5c-80a8-d1cb77a64003,level_complete,9,900,
3a28177f-e712-45f5-854a-4fea8aa6145c,237f915c-eec9-47ee-ab09-54709e5fa932,9f44212e-24b4-4afa-9a9d-c86b49b082e1,level_complete,10,1000,
d1b03899-76c1-49d8-ad56-8c5e19bea060,d1ba4139-69ee-4b4e-8daf-4fd903f74268,9f44212e-24b4-4afa-9a9d-c86b49b082e1,level_complete,9,900,
3182e8d2-fd95-4946-91c1-3cc2f066dcd4,936f03af-eefb-4209-bfe2-265534893615,5fa38e51-938b-4c61-a009-5d3e295e7848,level_complete,1,100,
e45f8e58-88c1-453c-82b4-fe78286f3fc8,3c50f4d1-f0ca-471c-afa9-477eef5e79d8,74e080b7-3376-45f6-b4d4-38864845f224,level_fail,8,0,No lives left
6cdb0c57-4189-42c9-8a96-3c706b057c0f,6a659c54-1572-4ac7-953c-0fdf7b9e32ff,74e080b7-3376-45f6-b4d4-38864845f224,level_complete,10,1000,
e3d4bf63-a36f-4ce9-b590-f2a3c58277d0,bffe1fdc-2d4d-4134-b524-4194f6417ba6,8af6da63-bba5-409c-9b97-5e14044e460c,level_fail,10,0,Out of time
e071b093-e6ca-4886-88c0-20715b83a099,a002de17-5d40-4268-a792-7d8224995d4b,40833393-b84a-4d40-8945-4921331de8a8,level_fail,9,0,No lives left
3ecefdcf-09d8-48b4-9995-b3e72424dcca,a271d058-22fe-47fb-8422-536e3a67199b,40833393-b84a-4d40-8945-4921331de8a8,level_complete,10,1000,
6d10a493-8697-4122-936a-085cbc3780ee,57dbfeac-c038-421a-9fba-ea90e6c37f82,527f2e3e-be53-40f2-861e-91e24305ffb5,level_complete,10,1000,
e93935bf-ee6d-4e50-a5a1-345d18a1b427,5b6ab6e4-03e7-4203-89c8-738b041524f1,8d4accd4-9db7-411c-93bc-bbb3247d108d,level_fail,4,0,No lives left
a81ddf0f-abda-4cb8-b829-03006b715469,ccf06c1f-4103-4749-a56a-6cb0e35122ea,a5f58d7b-4322-4c8e-955a-fa767087d076,level_complete,5,500,
aaf1feb1-201e-4bc1-be6e-ff36403f9443,ac7e46b2-ef8d-4775-92ca-59d2f0632368,a5f58d7b-4322-4c8e-955a-fa767087d076,level_fail,2,0,Out of time
a0b05b19-a9bb-44b6-820e-eab31eb1a41a,2bacf989-f3c7-4817-ae56-4762fe7256db,617d8120-71a8-40ba-afd4-db933471a2e2,level_complete,5,500,
a297f61b-1ef2-45af-ab43-3bf1d02b63c1,d6171421-73a5-4866-b586-845a82ff5065,617d8120-71a8-40ba-afd4-db933471a2e2,level_complete,9,900,
407a9e51-faa0-4e90-85d0-1b4a6f52fac8,e1a6904a-c479-4fb4-ba80-0179158ceed9,bab6855c-36ac-48aa-b785-64a204a6800e,level_complete,4,400,
f8dcaf0b-3c1e-445a-a50e-2213c3fdcf66,9168eea3-db4c-47f4-b5db-b10cc70de133,bab6855c-36ac-48aa-b785-64a204a6800e,level_complete,3,300,
5a4cddce-f70d-4fe5-988e-86f3e255eb6d,870b22a1-d92a-43d4-82e8-4aec42b9467e,7e9fcd74-ab42-4711-bd62-b79d349b2639,level_complete,9,900,
c6771db0-02e7-46b7-be3b-926b1804d01c,cc33edea-cf4e-465a-b28b-8123bdb5f4e5,77a1d8c9-e5ce-46ac-afd9-de6bfb3ee26d,level_complete,2,200,
52029439-afe3-416e-b374-138cbe8b0637,9b030cbb-d3a1-4d3a-b3e4-a5d6551fc7c5,77a1d8c9-e5ce-46ac-afd9-de6bfb3ee26d,level_complete,2,200,
92853233-f151-46af-b68e-b63bfd914bd4,f37bfd37-8f14-4d70-b304-91f86d932bbf,c7b4a789-7b42-4dac-8d90-471d03c3bda4,level_fail,4,0,Out of time
f7c491c2-c64b-4d48-80c4-9b66f1787799,bd11d996-4c61-491e-a146-62afacc841c5,6226a8d7-23e3-4242-ae2b-0e70930fca40,level_fail,3,0,Out of time
26b700ac-aed8-4095-af1f-1e8642d837b8,f6a7e1e2-7cca-4380-8f46-8f3a5d5992fc,6226a8d7-23e3-4242-ae2b-0e70930fca40,level_complete,4,400,
10af9567-5870-4d51-b380-97e3e5516de5,e08dd91b-943e-45a1-9ee6-8669d294fdd4,2a9c5bb5-b212-490a-adee-6d36d75a21e8,level_complete,7,700,
3838b952-76cc-43de-80cc-d7cb37bff8e0,6f32762e-e3be-4ef9-b656-9238e28c1cce,2a9c5bb5-b212-490a-adee-6d36d75a21e8,level_complete,3,300,
a7dfab14-c919-4fd6-aaf5-0fdca16a50ba,7b46b9db-cb3c-4702-8d11-c453c4e51c56,e4a6960e-b4c9-448a-be6b-ea310b5d8aab,level_fail,1,0,Out of time
7c23e02b-e946-499d-9602-6277e1ff0d82,ad4a8fc9-1301-49be-8dca-a606500c59ad,e4a6960e-b4c9-448a-be6b-ea310b5d8aab,level_complete,9,900,
e0495927-e25f-4339-aed2-1d13e20523f7,47804fdd-3b99-4770-a95d-51356f29f83e,986b06a9-fb8d-484f-b206-edb23247a432,level_complete,9,900,
b44f34c1-0d8d-4bb1-a93d-da952811f4d8,bcd3fa36-363d-4fe6-ba7e-8c36911b1b33,d85af0da-0b9b-4d66-add0-77db35e1388b,level_complete,5,500,
1605aabf-106a-4684-9f39-8618f0e00a6e,ca995fbb-51ec-4439-a5f1-e220d22f28f9,26bc038a-1b12-46ba-ac56-36fab1a19841,level_complete,2,200,
314910cf-9cf8-47d1-97b2-8ad37946bbf8,3cce531e-e20e-4ece-acf0-0d4a643b3b54,26bc038a-1b12-46ba-ac56-36fab1a19841,level_fail,7,0,Out of time
ade6e34c-5c5a-4091-87f9-ea30ee7abcad,6952f4f9-3eba-4d65-9f5c-1a4a54da4d5f,eadf6412-a4c1-4020-8111-2a56ae4d2589,level_fail,3,0,No lives left
9a584eef-f606-4358-96f9-093109c48429,e7712f7b-370b-4aee-a616-37d150c3b01f,eadf6412-a4c1-4020-8111-2a56ae4d2589,level_complete,7,700,
c3ac8e21-d541-4641-a37e-d1ee4088ff23,c2175492-2f2a-401a-ac01-762a8ffb69d3,c2bac5f0-eae6-4fea-b170-6618294d7237,level_fail,10,0,No lives left
4efc2466-9e9a-4fc5-a6b5-9c81f1276d3e,3d4bdc97-1920-4c18-8033-19cd76610944,12daf221-74f9-44e7-8c6c-9037dcb2f4dc,level_complete,4,400,
4fe57681-ec3c-4f02-8317-a6bcc89b8dd8,9590f87f-202a-4103-8f27-a046ac4554f8,12abedd5-8d89-4a90-a6ec-fbb5df8cf74c,level_complete,3,300,
d6b70597-43a4-490f-ab9c-42ec33318f91,57b82137-27f8-4166-b7a4-63ec2dce30c6,23c3a75a-2308-478c-a323-59e06eb74e7e,level_fail,5,0,Out of time
524c2292-9c78-44b8-8543-7c19bdb69245,13c71ccb-50ef-4f8c-bf18-712465bfb614,23c3a75a-2308-478c-a323-59e06eb74e7e,level_complete,9,900,
b6e68147-53db-4c32-b8d1-7b4f0397bd31,5d292e20-5cbc-45d7-a0f6-986b8d28272f,907e740b-72f7-4e64-aef2-5bf6bdee97b0,level_complete,5,500,
b8cc2f9c-699e-4a18-a4c5-aaab085610f9,aec848a2-a5e4-41d9-8d7a-2b10b50e00f4,9114ea3d-707e-4b0b-8b19-2052110e6590,level_complete,2,200,
945c0017-186e-450c-9043-0772b9ce0ff5,c79597bd-44d2-455d-a7ad-95c88247c16a,9114ea3d-707e-4b0b-8b19-2052110e6590,level_complete,6,600,
043479dd-871b-4b35-97a0-2ebbfb2db220,4b1929fb-21df-4382-afb9-567126a587b9,2ef324d1-6e0e-422e-ba5f-cbff3b886157,level_complete,6,600,
7c4606af-9dae-4eea-8f07-8f44168c42ef,80bb7dde-8929-4214-991b-459e9700bebb,8e66a5f7-7a91-4bfc-b55c-af106d8ba117,level_complete,2,200,
7cf8c3fb-40ab-4e15-80da-a6809619efad,f8e3ce15-4715-4fa9-b7ce-b6de5e7a1685,8e66a5f7-7a91-4bfc-b55c-af106d8ba117,level_complete,10,1000,
1d842869-081a-4326-9f6d-f8c4c55f1d6e,887e9084-32ad-42d4-a781-a7a324dcf265,80b85b24-fee6-4170-93e6-0e3d4be27990,level_complete,5,500,
11892840-0b94-4ee1-980d-a127e8fff7a7,65e90ec7-8b44-4968-86e9-eedaa1f986e5,659a9846-8103-46d2-8be0-fee39c81b82e,level_fail,6,0,No lives left
04ccdfd4-19eb-4367-b546-c76abab27b06,a583301e-57ba-41cc-8caa-2505ac588632,a72b22b4-84b5-4284-8525-a3d00459863a,level_complete,3,300,
93c849b0-af31-47da-b5c4-d956ecd081cd,d5c7c302-22b3-4a0d-8e3c-962341993cdc,14a8c5a8-faf2-452a-8073-5b09af310924,level_complete,7,700,
11270e88-2106-40d6-948b-f03427aa7d76,884a37b7-d967-4630-8ef9-6838607246d7,14a8c5a8-faf2-452a-8073-5b09af310924,level_complete,1,100,
6d75c211-119d-4b3f-9072-336d5b59cc80,a3aef111-151b-47b1-9680-12c1c480458b,4173a4dc-bd9a-48e5-b623-7954dffa1374,level_fail,6,0,No lives left
45162564-fece-490c-b567-57d10f45c768,68fab29c-1cbd-4fe9-8134-26cf4339b419,a8073a8f-d422-44e9-9569-d9b5199becae,level_complete,5,500,
4ad09611-f8d3-48e9-adc1-0ce1db144a8b,44eaeeab-aa88-4263-b806-a7809a448e39,1e931838-3b7e-4dcd-9877-dee0f891d68b,level_complete,10,1000,
fd14592d-482c-4fb3-886d-bcd2ed92d27c,64ed5ee3-80a9-4ed8-87fe-7762c345d0ab,50ac7751-c413-445b-87fe-be53e1014503,level_complete,8,800,
df86ef29-50ae-48f8-9a90-abde56d29099,5709dd57-59a0-47f0-8fc9-90999d59a800,50ac7751-c413-445b-87fe-be53e1014503,level_fail,8,0,Out of time
34ca6b04-054b-4c94-af49-2cb031e00a58,64deecc4-6574-4b9e-82f6-2bc00aa9e23c,16bbf77d-f959-49ac-8832-f9a6a69bc4a5,level_fail,2,0,Out of time
4385c719-1072-49b2-8acd-268d896b51f9,bedca602-fc63-46bd-8b08-e8a47e34685d,16bbf77d-f959-49ac-8832-f9a6a69bc4a5,level_complete,9,900,
7cad4b0c-18e5-4368-8c02-1d50fe382633,19046c0a-0b3d-43e7-b54e-3ec64ce70ef2,f625b188-a035-4fec-9a36-134120e64f08,level_complete,2,200,
b743c1b5-1eaf-4fad-98cd-51814b7ac7d6,1381ab42-2c72-47e2-89b8-4f3b7adfc5e0,5e145e18-1102-4178-908c-7e9bd3064af8,level_complete,8,800,
f4967595-94ca-452d-84a1-2b98e5fb360c,ced63d3a-2f3a-4fba-8cba-3e4ed817ed65,fb320d27-8bc2-4a0d-9f38-d61f168cc2b0,level_fail,2,0,No lives left
e3a8d612-33bc-4f83-8060-454676be760f,cba6cd6e-8971-4ae1-a603-8da8203fb493,fb320d27-8bc2-4a0d-9f38-d61f168cc2b0,level_fail,3,0,Out of time
db647148-9171-4745-8ab1-8f804e21bc47,fb32ee45-da34-4990-b686-0b7c2cb9812d,fb320d27-8bc2-4a0d-9f38-d61f168cc2b0,level_complete,4,400,
5daf16ad-fa77-4f12-ad0c-bd7bb25aba83,d03ae7c9-ed3d-4129-8c1b-6f51e98f1650,dbc4147b-9810-489b-975b-3d7be43074eb,level_fail,9,0,No lives left
a9e2e8ea-d732-4141-9e58-126d77597a00,d25af2a2-bd8e-43d2-935f-d50b6562f330,53372313-90d4-4a00-8d47-b373b3bdaf4e,level_complete,8,800,
7ba10312-3333-4174-a4b1-e9c383a45714,092f14fc-9f77-4b5c-aeca-c326522b1a8d,407492d8-cbb8-46ff-ba09-0ef44e4a150e,level_complete,8,800,
6b8af7ed-710f-4887-b54f-f2776e913d6d,44a55d06-fdcc-4a47-9f5c-de9ebe416a31,b67e2e55-ff3e-494b-b545-65e66142a0da,level_complete,4,400,
af8f53d6-15e7-4bbd-bfbd-ac54b9140798,9eb0192e-f11d-411c-9fef-1a446b85967a,b67e2e55-ff3e-494b-b545-65e66142a0da,level_fail,4,0,No lives left
c5ef924a-862c-4eba-adeb-044da24bd1f2,1466a2d8-2bfd-4203-996a-7ba781172610,f3272d40-9591-42a7-bb7f-9c544e06b962,level_complete,10,1000,
c38b27e1-269e-46a6-8b18-ceacb2294f9a,710739df-fe1a-412a-bf52-9a052e7614e6,1ac9f187-6ad5-476f-a1d6-ce0be16f97fe,level_fail,6,0,Out of time
e346f0fc-e6d6-40a2-b8d4-fd4499b4ecff,32344443-1a1c-43ff-a43e-a32bd487efdb,1ac9f187-6ad5-476f-a1d6-ce0be16f97fe,level_complete,4,400,
eae74e90-e249-49f6-ab47-edac9756f4e1,8accb027-a52a-429a-bbbe-19b6a1da5575,1ac9f187-6ad5-476f-a1d6-ce0be16f97fe,level_complete,8,800,
8139bef3-8735-4906-bd86-1f36ac5b993c,10c48d73-ac10-4e0b-a364-350f0506159d,2274c047-a2c4-46a7-82df-4051b31ace1c,level_complete,8,800,
65887d83-2bce-4c63-b156-9ff7ababf57b,1753abf0-3ba7-42fd-ac00-41ee464db2be,700b0670-7dc7-4348-96ff-1f09e1ec4fe9,level_fail,7,0,Out of time
e1be3118-bccf-40ce-9b2c-8a88bb316443,db242642-79ce-4058-a429-1a11286c97c7,7f02741c-fe0d-466a-8c33-b38d552a9faf,level_complete,4,400,
