user_id,install_date,country,platform,device_tier,media_source,campaign_id
192d9b93-0955-4a35-9b6a-9cc084b1a35f,2025-11-01,VN,Android,High-end,TikTok,CAMP_991
9da42ecd-0a2c-424d-8b6c-204437c798bc,2025-11-01,US,Android,Low-end,Organic,None
28d99a9b-37bd-424c-83de-94cb74e497e9,2025-11-01,ID,iOS,High-end,TikTok,CAMP_715
6951eb2b-d86b-47d1-8dcb-651d0578de8a,2025-11-01,PH,iOS,Mid-range,Organic,None
ab29e342-ca97-45f1-85b4-274b3f11b95d,2025-11-01,PH,iOS,Mid-range,Facebook,CAMP_531
848f7cac-eaea-45db-b078-88bcfc8bd8da,2025-11-01,VN,iOS,Mid-range,TikTok,CAMP_471
4b2ef73e-3991-4eca-9ed4-7791a7ec854a,2025-11-01,MY,Android,High-end,Facebook,CAMP_468
1f6d4c48-c0ad-4f0f-9989-504469afe5aa,2025-11-01,US,iOS,Mid-range,TikTok,CAMP_820
e95124f9-f9e0-4f96-9d9b-dab5a5d4ee8b,2025-11-01,ID,iOS,Low-end,TikTok,CAMP_388
a8b47289-4b8f-4213-8fae-11180bf6d363,2025-11-01,VN,Android,Low-end,TikTok,CAMP_770
f68a16f6-c644-40df-bf8e-a963363aa522,2025-11-01,US,Android,Low-end,Facebook,CAMP_532
61acb75e-29a0-4379-a385-be5279fe5105,2025-11-01,PH,iOS,High-end,Facebook,CAMP_560
aa83e29f-9a21-4ed9-a58f-30b466afaa83,2025-11-01,SG,Android,High-end,Facebook,CAMP_459
7ba75092-3f53-4353-a57d-9e831143e722,2025-11-01,VN,iOS,High-end,TikTok,CAMP_906
308812e2-3f16-4447-8c6f-48bd9fab82fe,2025-11-01,MY,iOS,Low-end,Facebook,CAMP_945
14d2bb75-f749-4d0b-ac27-a34d9adcffe9,2025-11-01,US,iOS,Mid-range,Facebook,CAMP_856
03052bf6-36eb-4d43-b10e-9b63f26f753f,2025-11-01,MY,Android,Mid-range,Facebook,CAMP_820
fb78dde5-3fd2-4b16-8097-7a2cdc990439,2025-11-01,US,iOS,Mid-range,Facebook,CAMP_222
c577a24a-2fc5-499b-9c05-1c62708130db,2025-11-01,VN,Android,Mid-range,TikTok,CAMP_829
2e4518e5-7038-4968-ba03-5ec634ab2563,2025-11-01,TH,iOS,Low-end,Facebook,CAMP_718
7b43ddd7-eccd-4163-98c4-abe544409e54,2025-11-01,ID,Android,High-end,TikTok,CAMP_426
a2b97a22-8fcd-4f6d-9729-3d16cfef727b,2025-11-01,VN,Android,Mid-range,TikTok,CAMP_353
8e0e80ce-8fe3-4860-b8e5-b3519bb1641d,2025-11-01,ID,Android,High-end,Facebook,CAMP_180
89eeec1a-6922-40b4-96dd-1b412b4ab575,2025-11-01,ID,Android,High-end,Organic,None
42060fc7-c24d-4597-be94-bc9ca0a8796b,2025-11-01,US,Android,Mid-range,TikTok,CAMP_792
a655ef3a-18af-4d38-9d94-b96c78072d18,2025-11-01,VN,Android,High-end,Facebook,CAMP_482
4e8c4fdd-f4b2-4f2e-b7a0-d371d21a36cc,2025-11-01,PH,iOS,High-end,Organic,None
2da3ddc3-b96a-45e5-a37e-f4679ce1d8dd,2025-11-01,VN,Android,High-end,Organic,None
2a637522-2b6f-449a-b302-1c718e2ed314,2025-11-01,VN,Android,Low-end,Facebook,CAMP_773
b47f095a-d0d3-42da-ab48-61b833c5557a,2025-11-01,VN,iOS,Mid-range,Facebook,CAMP_841
c0733d88-158b-42bc-8914-0aa308f408e9,2025-11-01,TW,Android,High-end,TikTok,CAMP_601
501793a6-a555-412a-9bb2-e076be341269,2025-11-01,SG,iOS,High-end,Organic,None
983d9a10-4af0-4017-a125-2a4cd6201b46,2025-11-01,TH,Android,High-end,Organic,None
0049147d-ce6b-4ddc-94fb-e18c59970eca,2025-11-01,PH,iOS,Mid-range,TikTok,CAMP_900
025767aa-9fe5-4498-831f-3b0e885f07e9,2025-11-01,VN,Android,Mid-range,Organic,None
43708e96-7613-4b5c-80a8-d1cb77a64003,2025-11-01,MY,iOS,Low-end,TikTok,CAMP_803
9f44212e-24b4-4afa-9a9d-c86b49b082e1,2025-11-01,US,Android,Mid-range,Facebook,CAMP_272
5fa38e51-938b-4c61-a009-5d3e295e7848,2025-11-01,VN,Android,High-end,TikTok,CAMP_299
74e080b7-3376-45f6-b4d4-38864845f224,2025-11-01,PH,Android,High-end,TikTok,CAMP_264
8af6da63-bba5-409c-9b97-5e14044e460c,2025-11-01,PH,iOS,Low-end,TikTok,CAMP_956
40833393-b84a-4d40-8945-4921331de8a8,2025-11-01,VN,iOS,Low-end,TikTok,CAMP_391
527f2e3e-be53-40f2-861e-91e24305ffb5,2025-11-01,ID,Android,High-end,Facebook,CAMP_919
8d4accd4-9db7-411c-93bc-bbb3247d108d,2025-11-01,SG,iOS,Mid-range,TikTok,CAMP_795
a5f58d7b-4322-4c8e-955a-fa767087d076,2025-11-01,MY,iOS,Low-end,TikTok,CAMP_237
617d8120-71a8-40ba-afd4-db933471a2e2,2025-11-01,US,iOS,High-end,Facebook,CAMP_529
bab6855c-36ac-48aa-b785-64a204a6800e,2025-11-01,US,iOS,Low-end,Organic,None
7e9fcd74-ab42-4711-bd62-b79d349b2639,2025-11-01,SG,Android,Mid-range,Facebook,CAMP_509
77a1d8c9-e5ce-46ac-afd9-de6bfb3ee26d,2025-11-01,TH,Android,High-end,Facebook,CAMP_304
c7b4a789-7b42-4dac-8d90-471d03c3bda4,2025-11-01,VN,Android,Low-end,Facebook,CAMP_102
6226a8d7-23e3-4242-ae2b-0e70930fca40,2025-11-01,PH,iOS,Low-end,Facebook,CAMP_299
2a9c5bb5-b212-490a-adee-6d36d75a21e8,2025-11-01,SG,iOS,Mid-range,TikTok,CAMP_235
e4a6960e-b4c9-448a-be6b-ea310b5d8aab,2025-11-01,VN,iOS,High-end,Facebook,CAMP_897
986b06a9-fb8d-484f-b206-edb23247a432,2025-11-01,TH,Android,Mid-range,TikTok,CAMP_122
d85af0da-0b9b-4d66-add0-77db35e1388b,2025-11-01,US,iOS,Mid-range,Organic,None
26bc038a-1b12-46ba-ac56-36fab1a19841,2025-11-01,US,iOS,Mid-range,Facebook,CAMP_389
eadf6412-a4c1-4020-8111-2a56ae4d2589,2025-11-01,PH,Android,Low-end,TikTok,CAMP_963
c2bac5f0-eae6-4fea-b170-6618294d7237,2025-11-01,PH,iOS,Mid-range,TikTok,CAMP_136
12daf221-74f9-44e7-8c6c-9037dcb2f4dc,2025-11-01,ID,Android,High-end,Facebook,CAMP_461
12abedd5-8d89-4a90-a6ec-fbb5df8cf74c,2025-11-01,TH,Android,High-end,Facebook,CAMP_420
23c3a75a-2308-478c-a323-59e06eb74e7e,2025-11-01,VN,iOS,Mid-range,Facebook,CAMP_623
907e740b-72f7-4e64-aef2-5bf6bdee97b0,2025-11-01,TH,iOS,Low-end,TikTok,CAMP_597
9114ea3d-707e-4b0b-8b19-2052110e6590,2025-11-01,MY,Android,Low-end,Facebook,CAMP_677
2ef324d1-6e0e-422e-ba5f-cbff3b886157,2025-11-01,VN,iOS,Low-end,Facebook,CAMP_491
8e66a5f7-7a91-4bfc-b55c-af106d8ba117,2025-11-01,VN,Android,High-end,TikTok,CAMP_471
80b85b24-fee6-4170-93e6-0e3d4be27990,2025-11-01,VN,iOS,Low-end,Facebook,CAMP_959
659a9846-8103-46d2-8be0-fee39c81b82e,2025-11-01,VN,Android,High-end,TikTok,CAMP_544
a72b22b4-84b5-4284-8525-a3d00459863a,2025-11-01,VN,iOS,High-end,TikTok,CAMP_369
14a8c5a8-faf2-452a-8073-5b09af310924,2025-11-01,ID,iOS,High-end,Organic,None
4173a4dc-bd9a-48e5-b623-7954dffa1374,2025-11-01,VN,iOS,Mid-range,Facebook,CAMP_922
a8073a8f-d422-44e9-9569-d9b5199becae,2025-11-01,TH,iOS,Low-end,TikTok,CAMP_230
1e931838-3b7e-4dcd-9877-dee0f891d68b,2025-11-01,VN,Android,Mid-range,Facebook,CAMP_588
50ac7751-c413-445b-87fe-be53e1014503,2025-11-01,TH,iOS,Low-end,Facebook,CAMP_752
16bbf77d-f959-49ac-8832-f9a6a69bc4a5,2025-11-01,ID,Android,Mid-range,Organic,None
f625b188-a035-4fec-9a36-134120e64f08,2025-11-01,US,iOS,High-end,Facebook,CAMP_152
5e145e18-1102-4178-908c-7e9bd3064af8,2025-11-01,VN,iOS,Mid-range,TikTok,CAMP_742
fb320d27-8bc2-4a0d-9f38-d61f168cc2b0,2025-11-01,US,iOS,Low-end,TikTok,CAMP_318
dbc4147b-9810-489b-975b-3d7be43074eb,2025-11-01,PH,iOS,Mid-range,TikTok,CAMP_605
53372313-90d4-4a00-8d47-b373b3bdaf4e,2025-11-01,VN,Android,Mid-range,TikTok,CAMP_838
407492d8-cbb8-46ff-ba09-0ef44e4a150e,2025-11-01,ID,Android,Low-end,TikTok,CAMP_522
b67e2e55-ff3e-494b-b545-65e66142a0da,2025-11-01,VN,iOS,High-end,TikTok,CAMP_999
f3272d40-9591-42a7-bb7f-9c544e06b962,2025-11-01,VN,Android,Low-end,TikTok,CAMP_937
1ac9f187-6ad5-476f-a1d6-ce0be16f97fe,2025-11-01,MY,Android,High-end,Facebook,CAMP_674
2274c047-a2c4-46a7-82df-4051b31ace1c,2025-11-01,ID,iOS,Low-end,TikTok,CAMP_567
700b0670-7dc7-4348-96ff-1f09e1ec4fe9,2025-11-01,ID,iOS,High-end,Facebook,CAMP_319
7f02741c-fe0d-466a-8c33-b38d552a9faf,2025-11-01,ID,iOS,High-end,TikTok,CAMP_636
a1d3b2ec-1b6a-4cad-b560-2ee47c3fe2e7,2025-11-01,US,iOS,Mid-range,TikTok,CAMP_108
b26b6ed5-64c9-4040-bc5a-3d00f6baa205,2025-11-01,TH,Android,Low-end,Facebook,CAMP_217
f6be9c2b-8202-4671-87c4-3f43b190e284,2025-11-01,VN,iOS,High-end,TikTok,CAMP_607
8f218f1c-d4ad-4ce9-9981-a0cd20fa50a4,2025-11-01,VN,iOS,Mid-range,Organic,None
0f3efa05-cdb9-4973-8fc4-85618d14c892,2025-11-01,VN,iOS,Mid-range,Facebook,CAMP_860
2b01853a-1905-41c1-b8f0-1e370a40630b,2025-11-01,ID,iOS,Mid-range,TikTok,CAMP_737
5dd099bd-9f84-4cca-9e1a-1836697aba44,2025-11-01,ID,Android,Low-end,TikTok,CAMP_406
24d2c7ff-349e-43c2-818d-36e52711a3a5,2025-11-01,PH,iOS,Mid-range,TikTok,CAMP_312
46e4f7f2-f1c6-4a99-afdd-0cde64448506,2025-11-01,VN,Android,High-end,TikTok,CAMP_375
463f5d96-b898-4c27-9a68-5f565a361180,2025-11-01,PH,Android,High-end,TikTok,CAMP_176
2ac0e14c-842b-4c3d-b39c-3ef45739067c,2025-11-01,PH,Android,Low-end,Organic,None
024eeeac-83e0-4524-898a-34de877f8e98,2025-11-01,TW,Android,High-end,Organic,None
da864793-0c70-4d96-bbd4-3993f911229c,2025-11-01,KR,iOS,Mid-range,TikTok,CAMP_586
c12fe274-5735-4156-9f0b-72374f91cf87,2025-11-01,US,Android,Mid-range,TikTok,CAMP_689
89d97118-5dfe-4dc7-814b-4a278fbf2dc7,2025-11-01,MY,iOS,Mid-range,TikTok,CAMP_306
1c0b92f3-4cc1-48e4-9cb6-86654ddfce1c,2025-11-01,US,iOS,High-end,TikTok,CAMP_143
7c2b992d-907f-4a2e-984a-e10ed57dada1,2025-11-01,KR,Android,Low-end,Organic,None
71426ee2-6827-4ae1-b008-8f7fe0503ac0,2025-11-01,US,iOS,Low-end,Facebook,CAMP_631
fc6addc5-8c4e-417c-b897-51fdd12219a7,2025-11-01,ID,Android,Low-end,Organic,None
cbe95548-a848-4dda-b1d7-c5a8664c197f,2025-11-01,VN,Android,Mid-range,TikTok,CAMP_112
584138c5-f46a-4341-96b2-89c60165bdad,2025-11-01,MY,Android,High-end,Facebook,CAMP_220
bc9f3df4-0d9f-4fc2-8185-8b5d7678cede,2025-11-01,MY,Android,Mid-range,TikTok,CAMP_588
c0d0c860-9cde-4070-b25f-a2d722d82157,2025-11-01,VN,iOS,Mid-range,TikTok,CAMP_969
8ca5b35c-7255-43e3-a08b-4d2b70b83c3e,2025-11-01,US,Android,Low-end,TikTok,CAMP_938
48163d17-64df-46a7-bb6d-217ac8dbc31a,2025-11-01,ID,iOS,High-end,TikTok,CAMP_879
0fd3a7a3-6df6-45ec-86f2-cef5875b1252,2025-11-01,MY,iOS,High-end,Facebook,CAMP_166
2aa1f8a9-40c2-48b7-9fc6-28187eed767c,2025-11-01,ID,Android,Low-end,TikTok,CAMP_965
254b6e2e-cb9a-46e3-8a31-ec89cfc30970,2025-11-01,US,Android,Mid-range,TikTok,CAMP_179
19e2ccf8-c25f-469f-9ad2-bfd8161de565,2025-11-01,ID,Android,High-end,TikTok,CAMP_279
6827be44-8b35-47f0-a381-358c149a78c5,2025-11-01,TH,Android,High-end,Facebook,CAMP_328
72f5bf2d-ff21-477c-a0e3-e7a077b13f7c,2025-11-01,VN,Android,Low-end,TikTok,CAMP_413
b0006027-6092-493b-8032-833ba6f5a8c0,2025-11-01,VN,iOS,High-end,Organic,None
5ef977e3-2353-428e-964f-bd88a2ebacc9,2025-11-01,MY,Android,Mid-range,TikTok,CAMP_550
d11af678-2c94-46ee-94cf-952453a8e727,2025-11-01,ID,iOS,High-end,Facebook,CAMP_812
33c48aa9-fb75-4b5f-b113-7388afe1c025,2025-11-01,US,iOS,High-end,TikTok,CAMP_247
18e152cd-5b6b-42bb-b432-5b7e321e8894,2025-11-01,TW,iOS,Mid-range,Organic,None
f41f0141-3156-41dd-accb-1d874816df28,2025-11-01,US,Android,High-end,TikTok,CAMP_581
e26bb86b-5d83-4027-bd52-9106dc8839f4,2025-11-01,VN,iOS,Low-end,Facebook,CAMP_655
04233cf6-8ab1-4e81-a69f-a4bfa1290a6c,2025-11-01,VN,Android,High-end,TikTok,CAMP_166
896ff0cd-52af-4add-86e9-7df38e8f9882,2025-11-01,US,iOS,Low-end,TikTok,CAMP_868
1424c04f-c54d-44c6-9487-e09c5993662d,2025-11-01,VN,iOS,Mid-range,Facebook,CAMP_760
d087078b-75bf-4001-bfbc-6715ee67c6df,2025-11-01,VN,Android,Mid-range,TikTok,CAMP_823
c96b9f65-f68f-46fc-8d1a-c53cfcf7004a,2025-11-01,VN,Android,Low-end,Organic,None
b2dcccdb-5ebc-4dc1-b009-2263b0c2385b,2025-11-01,VN,iOS,Mid-range,TikTok,CAMP_144
1b17ac73-b78b-4223-9bd2-ce40e82d5c33,2025-11-01,JP,iOS,Mid-range,Facebook,CAMP_245
e42c848b-223a-47bf-b866-27370f59812b,2025-11-01,US,Android,Low-end,TikTok,CAMP_570
c1117b59-1b00-478d-be87-958f1158a7e0,2025-11-01,VN,Android,High-end,TikTok,CAMP_622
52fd823a-37ca-4318-b135-7e48a5fbac60,2025-11-01,TH,iOS,High-end,TikTok,CAMP_208
fc20f943-4e3a-49b0-9522-8c5b5238de8f,2025-11-01,VN,iOS,High-end,Facebook,CAMP_535
f250f4b5-6936-48e1-8ea1-6a28c92b4f36,2025-11-01,SG,iOS,Mid-range,Facebook,CAMP_448
c0e5ade2-784d-4dff-81f4-ae53a72254fa,2025-11-01,VN,Android,Low-end,Facebook,CAMP_999
b9ad97ed-bffd-4c2c-9d1e-e9de9700612b,2025-11-01,ID,iOS,Mid-range,TikTok,CAMP_445
f99d32b7-ef7c-41cb-b36c-9915b0941339,2025-11-01,VN,Android,Mid-range,Organic,None
757750ac-6386-4ad7-bae6-6de58fd2324a,2025-11-01,PH,iOS,Mid-range,TikTok,CAMP_933
3958486b-535b-4fde-9f06-3c798c3df5db,2025-11-01,VN,iOS,Mid-range,Facebook,CAMP_173
0c8f40c4-b81d-41e9-862a-0f5915384197,2025-11-01,TH,Android,Mid-range,Facebook,CAMP_505
9dc332b1-dc7e-4a6f-8c76-33acee6723ca,2025-11-01,VN,iOS,High-end,Organic,None
80641a6f-538e-41d7-bfb6-fc58f4df6984,2025-11-01,TH,iOS,High-end,Organic,None
5631abad-d559-4157-b061-da8762e0486f,2025-11-01,TH,Android,Low-end,TikTok,CAMP_376
0eb9f326-3556-4d6a-9619-c9f86fb6f5e6,2025-11-01,SG,iOS,Mid-range,TikTok,CAMP_879
c7995698-c4ad-41f0-9e2e-734ca117737c,2025-11-01,VN,Android,Low-end,Organic,None
94559333-3d83-4281-9ad9-3e247aadf057,2025-11-01,VN,Android,Mid-range,TikTok,CAMP_562
20da1bfc-b395-4b2c-8b00-4fe6f1d54aa6,2025-11-01,KR,Android,Low-end,Facebook,CAMP_268
4b5602af-29fa-47d1-ac64-eb0ac0f074b9,2025-11-01,PH,Android,Low-end,Organic,None
a0a9361c-9b89-434e-975e-cf022591ee79,2025-11-01,ID,Android,Low-end,Facebook,CAMP_532
dfbc0a6b-d83c-44b7-893d-2982bab00025,2025-11-01,PH,Android,Low-end,TikTok,CAMP_910
3305562a-4ac7-425f-b73f-745a58707b4d,2025-11-01,TW,iOS,Mid-range,TikTok,CAMP_850
fd93f3a5-dc80-44e6-8541-22034fd9ded7,2025-11-01,TH,Android,Mid-range,TikTok,CAMP_956
ea51d51a-de1d-4647-99f8-faa836851577,2025-11-01,VN,iOS,Low-end,Facebook,CAMP_108
bcfd3b1e-f3e8-4a68-b65b-231276ec63ad,2025-11-01,US,iOS,Mid-range,TikTok,CAMP_431
5f2ab265-ea19-4c21-912c-dfa4dd61edf3,2025-11-01,PH,iOS,Mid-range,TikTok,CAMP_489
7607803c-7829-4707-b2dd-8660498bb180,2025-11-01,VN,Android,Mid-range,TikTok,CAMP_474
cc3135f6-4e6e-47e7-b658-1ac46bb5b228,2025-11-01,VN,iOS,High-end,Organic,None
08a99280-5bc8-4acf-b9df-d5fdc797634a,2025-11-01,VN,iOS,Mid-range,Facebook,CAMP_395
04f94854-1a83-49be-ba77-21b4537e8b8e,2025-11-01,US,iOS,Mid-range,Facebook,CAMP_702
49e2a3c0-e55a-474e-b693-dad9ee81ff12,2025-11-01,PH,Android,Mid-range,TikTok,CAMP_710
6457f978-a254-41a8-b066-d10ab9354bd4,2025-11-01,TH,Android,High-end,TikTok,CAMP_812
d210564a-61fe-4a90-91db-5831aaef0434,2025-11-01,VN,Android,Mid-range,Facebook,CAMP_172
4ea83532-c519-41b4-80a7-cef89aed56b0,2025-11-01,US,Android,Mid-range,TikTok,CAMP_824
4f1dc9df-28ff-4e1f-9c4a-086372948c63,2025-11-01,TH,Android,High-end,Facebook,CAMP_679
1ba67cbc-d2f7-4d00-901d-677f2458daa5,2025-11-01,VN,Android,High-end,Organic,None
fe7a58dd-eac0-482e-a389-4799a24363bd,2025-11-01,TH,iOS,Mid-range,TikTok,CAMP_672
d405e1a0-635a-4ebe-a846-e8da296939a0,2025-11-01,ID,Android,High-end,TikTok,CAMP_152
0acb17df-9c68-49a6-a17d-67b2c8bc32c5,2025-11-01,VN,Android,Mid-range,TikTok,CAMP_651
f260591d-3503-41c5-93ae-9dc10103b8f6,2025-11-01,ID,Android,Low-end,TikTok,CAMP_164
17b83de2-d2b9-40b4-a7c4-ff334534c248,2025-11-01,VN,Android,Mid-range,Organic,None
50ea7e9a-f9f3-43e4-bf89-56cb8814892c,2025-11-01,ID,Android,Mid-range,TikTok,CAMP_113
ba76022f-56bb-41e4-a026-c39b94cb9700,2025-11-01,TH,Android,Mid-range,TikTok,CAMP_679
448bed2c-e419-4428-9e5c-ed4367467d1d,2025-11-01,US,iOS,Mid-range,Facebook,CAMP_731
656dd0c8-0e8d-46db-9ae1-3ffdcbcb447e,2025-11-01,PH,iOS,Low-end,TikTok,CAMP_551
464cfdf0-b69e-4b0a-8732-b0187a4e0c9d,2025-11-01,MY,Android,Mid-range,Organic,None
770ba998-fd16-471e-96b5-5ffb64b449eb,2025-11-01,PH,iOS,Low-end,TikTok,CAMP_975
78928bb9-5f38-4951-a26d-bec54679c724,2025-11-01,JP,iOS,High-end,Organic,None
1d2a8605-3f94-408f-8509-dd2a2c833bb2,2025-11-01,VN,iOS,Mid-range,Facebook,CAMP_149
dfa0acda-5bd7-47a1-aab2-bba9671362f1,2025-11-01,MY,Android,Low-end,Facebook,CAMP_758
4b75905a-aa61-42f5-a311-7003b4485a92,2025-11-01,VN,Android,Mid-range,Organic,None
0cba8d23-d2ed-4d4b-b198-2e486374a4ca,2025-11-01,ID,Android,Mid-range,TikTok,CAMP_165
a54b0f2b-335a-4c74-a11d-7af79e7ddb0f,2025-11-01,VN,Android,Mid-range,Organic,None
c528a9dc-398d-4f83-a3d1-39020aca9f02,2025-11-01,MY,Android,Mid-range,TikTok,CAMP_662
0169b85b-0d62-4762-986a-f951c85a287c,2025-11-01,US,iOS,Low-end,TikTok,CAMP_596
a6eff256-f431-49a3-9118-12627f181315,2025-11-01,MY,Android,Mid-range,Facebook,CAMP_879
c7ff9c11-a4cd-4a70-b30c-70d6684ee75c,2025-11-01,ID,Android,Mid-range,TikTok,CAMP_905
7fcdb65c-a31b-47ec-8190-bf56a316c5d7,2025-11-01,TH,Android,Low-end,TikTok,CAMP_164
ae7954ed-9481-4f78-9347-d25d6a083ae1,2025-11-01,TH,Android,Mid-range,TikTok,CAMP_238
a2bd4e4c-f5f5-4c8e-a1c2-4642f1e9562f,2025-11-01,VN,Android,Mid-range,Organic,None
4dc8efac-0319-421d-b668-a7399f6a6d24,2025-11-01,PH,iOS,Low-end,Facebook,CAMP_197
a04b6ee0-5ab3-48fd-bd2c-319d1adf5d42,2025-11-01,ID,iOS,Low-end,Facebook,CAMP_913
571b1730-250f-4798-b0aa-92a2ac7e69f9,2025-11-01,VN,Android,Mid-range,Facebook,CAMP_463
9a98accb-26ca-40bd-82e2-9fcdcac11a86,2025-11-01,VN,iOS,Mid-range,Organic,None
a1c7f03b-a202-444f-83a0-d0b1a1a5a3e1,2025-11-01,PH,iOS,Low-end,Facebook,CAMP_318
b4d4b826-48c8-4012-ade5-bec95ad8474c,2025-11-01,TH,iOS,Mid-range,TikTok,CAMP_234
bb1c85d3-7735-48f8-99ed-b443e77fd1c5,2025-11-01,ID,iOS,Mid-range,Facebook,CAMP_510
c463e18b-38ef-44f1-936c-4a3356e1fa78,2025-11-01,US,Android,Mid-range,Organic,None
66810152-36a8-4492-a291-a3afe381ac22,2025-11-01,VN,Android,Mid-range,Facebook,CAMP_236
3522a45d-43eb-4077-a2a3-363c641dbb40,2025-11-01,ID,iOS,Low-end,TikTok,CAMP_808
40394105-ac27-4a24-88fb-2128e73fc1b6,2025-11-01,VN,Android,Mid-range,Facebook,CAMP_853
ecca7de9-aeac-468d-a063-5aa0b6b0d11b,2025-11-01,TH,iOS,Low-end,Facebook,CAMP_823
fbf5b4a2-45ab-4ab1-b948-85120f1796c4,2025-11-01,TH,Android,Low-end,TikTok,CAMP_149
febf2eac-e33f-45fc-9d1e-02e414555530,2025-11-01,ID,iOS,Low-end,Facebook,CAMP_642
0d943bc7-d7b4-4550-b384-c5419e6e88bd,2025-11-01,TH,Android,Mid-range,TikTok,CAMP_285
742f9cc7-fd4b-4aa4-83da-f3ab2cc8d5e6,2025-11-01,US,iOS,Low-end,TikTok,CAMP_335
247d60c6-5a41-4190-b440-e7e97227930d,2025-11-01,VN,Android,High-end,Organic,None
459f34e3-be1b-4ec4-8497-5e616e488cbf,2025-11-01,VN,iOS,Mid-range,Facebook,CAMP_311
1179f59c-0265-4100-b1f2-220b2830254d,2025-11-01,VN,Android,High-end,TikTok,CAMP_828
f2d72367-861e-475c-8064-d88feaa4293e,2025-11-01,VN,Android,Mid-range,Organic,None
c1b5405e-3aa6-4a15-aafb-15483b9d03ca,2025-11-01,US,iOS,Mid-range,Organic,None
55837a2a-a006-4668-9337-f310eb99588d,2025-11-01,VN,Android,Mid-range,Facebook,CAMP_542
5011e7fd-b876-4db8-aedd-6c489a32eadf,2025-11-01,VN,iOS,Mid-range,Organic,None
d346b415-6527-4a08-8931-e078e26db88e,2025-11-01,US,iOS,Mid-range,Facebook,CAMP_431
a939c2cf-40c9-451b-8aa7-c6c4988dd585,2025-11-01,VN,iOS,Low-end,Organic,None
fffc027a-cdc1-4beb-8bc6-e2c3ba986592,2025-11-01,TW,Android,High-end,Facebook,CAMP_872
22a2f623-b05b-4b8e-b4b5-365c83791dd8,2025-11-01,SG,iOS,Mid-range,TikTok,CAMP_523
4db41def-8114-41aa-a8c3-ef9e832aee88,2025-11-01,TH,Android,High-end,Facebook,CAMP_504
e7d5d27e-65f9-46c2-b238-81c26889f305,2025-11-01,VN,iOS,Low-end,TikTok,CAMP_736
d430e843-009f-4b0d-ae82-9b242064a0a8,2025-11-01,KR,Android,Mid-range,Facebook,CAMP_142
3cf79daf-4fad-45bf-a0f3-50de73c853fc,2025-11-01,ID,Android,Low-end,TikTok,CAMP_601
7bbee960-bec1-4397-b9eb-a270ad085856,2025-11-01,PH,Android,Mid-range,Facebook,CAMP_258
b9a95de1-87d8-4907-ba18-e57e5b7f3042,2025-11-01,TH,Android,Low-end,Facebook,CAMP_849
