transaction_id,user_id,timestamp,rev_type,ad_format,amount_usd
f27fae55-88fa-4165-aaba-1480ab7edb4e,fb78dde5-3fd2-4b16-8097-7a2cdc990439,2025-11-01 17:00:00,Ads,Rewarded,0.05
46c6b7b0-33fa-4f6c-a78c-4a73b8d1b382,c577a24a-2fc5-499b-9c05-1c62708130db,2025-11-04 14:00:00,IAP,None,4.99
202a6aec-9a56-4701-b499-7ccf1fa5263d,2e4518e5-7038-4968-ba03-5ec634ab2563,2025-11-01 02:00:00,Ads,Rewarded,0.05
7f08c459-f66b-4f18-a2eb-7acf314c84d2,89eeec1a-6922-40b4-96dd-1b412b4ab575,2025-11-01 01:00:00,Ads,Interstitial,0.05
007ef30b-f6a2-4d58-a865-91c9b7786473,89eeec1a-6922-40b4-96dd-1b412b4ab575,2025-11-02 15:00:00,Ads,Banner,0.05
6d8cdc16-34bd-45c9-873b-d83fee707ee6,42060fc7-c24d-4597-be94-bc9ca0a8796b,2025-11-02 12:00:00,Ads,Interstitial,0.05
d87aad51-2fe9-443b-aa93-1b4f8065f4f2,a655ef3a-18af-4d38-9d94-b96c78072d18,2025-11-01 03:00:00,Ads,Interstitial,0.05
145cb59f-5f74-4f44-bdb8-dc37cecfe904,0049147d-ce6b-4ddc-94fb-e18c59970eca,2025-11-01 04:00:00,Ads,Interstitial,0.05
1b08b67c-5886-4bcb-916f-df1c4460314f,025767aa-9fe5-4498-831f-3b0e885f07e9,2025-11-01 06:00:00,Ads,Banner,0.05
c4e49fb4-ea4f-4f52-96dc-2ce99455a4f1,43708e96-7613-4b5c-80a8-d1cb77a64003,2025-11-01 03:00:00,IAP,None,0.99
23cc808c-c6eb-410b-95c6-e0244fb9ed14,5fa38e51-938b-4c61-a009-5d3e295e7848,2025-11-01 00:00:00,Ads,Banner,0.05
fe766d78-357c-4601-a7e5-47757ef98bec,74e080b7-3376-45f6-b4d4-38864845f224,2025-11-02 16:00:00,IAP,None,14.99
642b5d98-60c8-498f-9430-ffccd607d6b5,8af6da63-bba5-409c-9b97-5e14044e460c,2025-11-01 11:00:00,IAP,None,4.99
64548c0b-824e-4819-bc05-e6aeeadda032,40833393-b84a-4d40-8945-4921331de8a8,2025-11-01 07:00:00,Ads,Interstitial,0.05
b44c6830-8ef6-4990-bd8b-c5ff1474fa72,617d8120-71a8-40ba-afd4-db933471a2e2,2025-11-02 03:00:00,IAP,None,0.99
cb156383-4f9f-4189-bcfc-075d77c5a2fa,77a1d8c9-e5ce-46ac-afd9-de6bfb3ee26d,2025-11-02 13:00:00,Ads,Interstitial,0.05
6b82f8b1-d4e7-410a-92f0-d2500fe927d1,c7b4a789-7b42-4dac-8d90-471d03c3bda4,2025-11-01 04:00:00,Ads,Interstitial,0.05
52e081ab-c78b-4cc6-a4ce-cbfd1b65103a,6226a8d7-23e3-4242-ae2b-0e70930fca40,2025-11-01 05:00:00,IAP,None,14.99
a6699ae2-6ffc-40d4-82c7-4dde537f83db,2a9c5bb5-b212-490a-adee-6d36d75a21e8,2025-11-02 01:00:00,IAP,None,14.99
9b50f154-6ee6-4aca-acd8-ed5c294fa536,e4a6960e-b4c9-448a-be6b-ea310b5d8aab,2025-11-01 15:00:00,Ads,Interstitial,0.05
288744bc-feb8-44b9-b5e8-20b0a79d2bf0,eadf6412-a4c1-4020-8111-2a56ae4d2589,2025-11-02 14:00:00,IAP,None,14.99
8e47c236-4bd3-423a-9391-b33682355644,c2bac5f0-eae6-4fea-b170-6618294d7237,2025-11-01 02:00:00,Ads,Banner,0.05
c8115f40-453f-495c-8bfb-2fdf21eb13ea,23c3a75a-2308-478c-a323-59e06eb74e7e,2025-11-01 21:00:00,IAP,None,14.99
f1a36daf-1065-4b80-9387-67f1c33c0b1b,659a9846-8103-46d2-8be0-fee39c81b82e,2025-11-01 11:00:00,IAP,None,4.99
4019dbe5-0522-4794-88bd-1b2e3b4f6a2c,4173a4dc-bd9a-48e5-b623-7954dffa1374,2025-11-01 00:00:00,Ads,Banner,0.05
cd6dc0ff-c575-40b6-9419-8a07b1a0bd96,a8073a8f-d422-44e9-9569-d9b5199becae,2025-11-01 04:00:00,Ads,Banner,0.05
dffefa2d-0dd6-4ef9-a41d-c2c61f412975,50ac7751-c413-445b-87fe-be53e1014503,2025-11-01 13:00:00,Ads,Rewarded,0.05
ebdaa3d5-545d-498b-bb82-c6ba01aeddbe,50ac7751-c413-445b-87fe-be53e1014503,2025-11-02 05:00:00,IAP,None,14.99
1ab31444-7077-42c2-b7b5-fbe89ade0933,fb320d27-8bc2-4a0d-9f38-d61f168cc2b0,2025-11-04 15:00:00,Ads,Rewarded,0.05
ae2c74d4-9ee9-4e28-9075-1fe2b1fde4fb,dbc4147b-9810-489b-975b-3d7be43074eb,2025-11-01 16:00:00,IAP,None,4.99
2f0bd53f-6b87-443c-9eb9-78b24afca0d7,407492d8-cbb8-46ff-ba09-0ef44e4a150e,2025-11-01 21:00:00,Ads,Interstitial,0.05
dd8dafe2-01b3-4788-8bac-c1ea414f533a,f3272d40-9591-42a7-bb7f-9c544e06b962,2025-11-01 19:00:00,IAP,None,4.99
69934335-bc9d-4c8b-9841-0bb1209677d0,0f3efa05-cdb9-4973-8fc4-85618d14c892,2025-11-01 20:00:00,IAP,None,14.99
a590718a-a482-4fe3-a54a-6f055b030514,2b01853a-1905-41c1-b8f0-1e370a40630b,2025-11-01 19:00:00,Ads,Interstitial,0.05
693a9b4d-c154-42e1-aff7-1e333b75552f,46e4f7f2-f1c6-4a99-afdd-0cde64448506,2025-11-02 21:00:00,IAP,None,4.99
b6624bb0-7b0c-4f70-b1e7-8fd45ce6cf20,2ac0e14c-842b-4c3d-b39c-3ef45739067c,2025-11-02 08:00:00,Ads,Rewarded,0.05
ac0e611c-995a-4bcf-a9e7-7f941f8d7156,024eeeac-83e0-4524-898a-34de877f8e98,2025-11-01 06:00:00,IAP,None,4.99
1dd058a1-0909-41cb-a582-6f13f456ca1a,c12fe274-5735-4156-9f0b-72374f91cf87,2025-11-01 06:00:00,Ads,Interstitial,0.05
ebc9fc4a-0a5e-4dd9-9818-6eddd818e18b,1c0b92f3-4cc1-48e4-9cb6-86654ddfce1c,2025-11-01 16:00:00,Ads,Rewarded,0.05
1434fd45-8e46-4a61-b74e-cd36db13b51c,71426ee2-6827-4ae1-b008-8f7fe0503ac0,2025-11-01 02:00:00,Ads,Banner,0.05
7f5114f3-5dfb-430d-bc06-a2d559b3d1b9,fc6addc5-8c4e-417c-b897-51fdd12219a7,2025-11-01 13:00:00,IAP,None,14.99
38fd73f5-b899-4e8b-aa1c-02cb48507ca9,fc6addc5-8c4e-417c-b897-51fdd12219a7,2025-11-02 00:00:00,Ads,Rewarded,0.05
42b83a8f-ccee-48ae-9aca-a865537b2f41,584138c5-f46a-4341-96b2-89c60165bdad,2025-11-01 18:00:00,Ads,Interstitial,0.05
5fff94b1-c765-4900-a3a9-735b3be2b479,c0d0c860-9cde-4070-b25f-a2d722d82157,2025-11-01 12:00:00,Ads,Interstitial,0.05
1ac5238e-3285-45b6-8746-afc1b87c4ebb,0fd3a7a3-6df6-45ec-86f2-cef5875b1252,2025-11-01 13:00:00,Ads,Interstitial,0.05
bbfbf83b-7445-47cb-99ae-144e9b55c759,19e2ccf8-c25f-469f-9ad2-bfd8161de565,2025-11-01 07:00:00,Ads,Banner,0.05
98a72c1f-4472-4e8f-bcc4-17760aa5a241,6827be44-8b35-47f0-a381-358c149a78c5,2025-11-01 22:00:00,IAP,None,4.99
f25f528a-30ad-41cc-ac43-353310fb3757,72f5bf2d-ff21-477c-a0e3-e7a077b13f7c,2025-11-01 13:00:00,IAP,None,4.99
ac4e9048-d7fc-4405-95dd-6f88decc9d64,5ef977e3-2353-428e-964f-bd88a2ebacc9,2025-11-01 06:00:00,IAP,None,14.99
d0264618-d8b0-4efb-ab3f-1c46f0cae024,33c48aa9-fb75-4b5f-b113-7388afe1c025,2025-11-02 04:00:00,Ads,Interstitial,0.05
1ad34488-6bc5-41bd-a0e4-3e9acfaba93c,e42c848b-223a-47bf-b866-27370f59812b,2025-11-01 21:00:00,Ads,Interstitial,0.05
fa436003-9d2a-4761-bb5b-db4c63ec6412,e42c848b-223a-47bf-b866-27370f59812b,2025-11-02 22:00:00,IAP,None,0.99
e3c1947e-520d-4f20-98d8-2a3b412af1c5,fc20f943-4e3a-49b0-9522-8c5b5238de8f,2025-11-01 07:00:00,Ads,Interstitial,0.05
dcfdeaed-6b89-4e18-9572-d26d543a4a13,f250f4b5-6936-48e1-8ea1-6a28c92b4f36,2025-11-01 15:00:00,Ads,Interstitial,0.05
6e1710cc-87bf-45a6-8c77-8dabb207351b,c0e5ade2-784d-4dff-81f4-ae53a72254fa,2025-11-01 02:00:00,Ads,Interstitial,0.05
0594529e-49c1-4324-a4b0-c038c02cd5e2,757750ac-6386-4ad7-bae6-6de58fd2324a,2025-11-01 14:00:00,Ads,Banner,0.05
1116a6c8-1218-4e31-99c0-cfd14e2be29e,9dc332b1-dc7e-4a6f-8c76-33acee6723ca,2025-11-01 16:00:00,Ads,Rewarded,0.05
a55f3460-3b88-4a51-a91c-4ecd682f81bc,5631abad-d559-4157-b061-da8762e0486f,2025-11-01 21:00:00,Ads,Rewarded,0.05
fc2d9f3c-b735-4cb3-bf5b-bb1bebd164b3,0eb9f326-3556-4d6a-9619-c9f86fb6f5e6,2025-11-01 04:00:00,Ads,Rewarded,0.05
be65edd3-6583-4d66-acf6-19d88104c3d1,94559333-3d83-4281-9ad9-3e247aadf057,2025-11-01 18:00:00,IAP,None,4.99
5a606e4b-9fe6-49b3-9d4b-0831970a3cf5,20da1bfc-b395-4b2c-8b00-4fe6f1d54aa6,2025-11-01 02:00:00,IAP,None,0.99
b088b0a8-ddb1-4bb7-9145-a33c3be3386c,dfbc0a6b-d83c-44b7-893d-2982bab00025,2025-11-01 02:00:00,Ads,Interstitial,0.05
7b562eab-2a2b-4c9f-88f3-a28d84e8304b,ea51d51a-de1d-4647-99f8-faa836851577,2025-11-02 12:00:00,Ads,Rewarded,0.05
65e92eaa-8ff9-46ff-acb5-b44127df2470,5f2ab265-ea19-4c21-912c-dfa4dd61edf3,2025-11-02 16:00:00,IAP,None,14.99
8ad7c507-4809-489c-bfbd-c94e7b17ac89,7607803c-7829-4707-b2dd-8660498bb180,2025-11-01 00:00:00,Ads,Banner,0.05
1f039b09-a481-4925-ba7b-36b9314eb206,04f94854-1a83-49be-ba77-21b4537e8b8e,2025-11-01 22:00:00,IAP,None,4.99
f380b129-53b9-40d9-9748-fb36e1b000e2,6457f978-a254-41a8-b066-d10ab9354bd4,2025-11-01 19:00:00,IAP,None,0.99
e8b3fe94-3930-447d-828b-972dae7c253c,d210564a-61fe-4a90-91db-5831aaef0434,2025-11-02 06:00:00,Ads,Interstitial,0.05
c7caf524-f543-4780-a51d-1096e00525a8,d210564a-61fe-4a90-91db-5831aaef0434,2025-11-04 14:00:00,IAP,None,4.99
67e8b193-38bb-43d2-bdb1-21b7bc3f1261,fe7a58dd-eac0-482e-a389-4799a24363bd,2025-11-01 21:00:00,Ads,Banner,0.05
4710f2fa-31f6-4c69-bf72-3c29ed5486f7,0acb17df-9c68-49a6-a17d-67b2c8bc32c5,2025-11-01 13:00:00,Ads,Banner,0.05
63c9f91d-2755-41fb-8d7e-a4ee2f198043,f260591d-3503-41c5-93ae-9dc10103b8f6,2025-11-02 00:00:00,IAP,None,4.99
f5886318-8094-4355-890d-8426a371e69a,17b83de2-d2b9-40b4-a7c4-ff334534c248,2025-11-01 16:00:00,IAP,None,14.99
8e0604fd-fefc-4690-a8cb-43fb058a668c,50ea7e9a-f9f3-43e4-bf89-56cb8814892c,2025-11-01 20:00:00,Ads,Interstitial,0.05
2a6c00eb-4df6-4351-801f-16fe713a57db,464cfdf0-b69e-4b0a-8732-b0187a4e0c9d,2025-11-01 09:00:00,Ads,Interstitial,0.05
9df90a54-504e-4d9f-884c-08c6707ebd9f,1d2a8605-3f94-408f-8509-dd2a2c833bb2,2025-11-01 03:00:00,Ads,Rewarded,0.05
9f12b2b1-aa4f-42ac-bd73-4547b2a33184,0cba8d23-d2ed-4d4b-b198-2e486374a4ca,2025-11-01 01:00:00,IAP,None,4.99
131ef9bb-de05-4993-8179-f32c35d2bce7,ae7954ed-9481-4f78-9347-d25d6a083ae1,2025-11-02 12:00:00,IAP,None,4.99
c09682be-0da3-46bc-840f-1bb4b69d91fe,4dc8efac-0319-421d-b668-a7399f6a6d24,2025-11-01 02:00:00,IAP,None,0.99
6fbc1030-84d2-4b57-a380-9b4241cd6b63,a04b6ee0-5ab3-48fd-bd2c-319d1adf5d42,2025-11-01 22:00:00,IAP,None,0.99
cc889ed7-19ec-4fc6-a02c-82580d6b5726,3522a45d-43eb-4077-a2a3-363c641dbb40,2025-11-02 01:00:00,IAP,None,4.99
0c5d8027-29c5-4cc6-8931-8376085c0007,ecca7de9-aeac-468d-a063-5aa0b6b0d11b,2025-11-01 14:00:00,Ads,Banner,0.05
9699ca44-f4d7-4513-b9a3-7983c9a9a7b1,fbf5b4a2-45ab-4ab1-b948-85120f1796c4,2025-11-01 07:00:00,IAP,None,14.99
d3f027b0-468e-4778-8eb3-43678f4c38a6,247d60c6-5a41-4190-b440-e7e97227930d,2025-11-02 16:00:00,Ads,Interstitial,0.05
cfe79427-833d-4962-ba68-653d061400e6,1179f59c-0265-4100-b1f2-220b2830254d,2025-11-02 04:00:00,Ads,Interstitial,0.05
6b1cf4d5-c340-41c0-afa6-6bd44bc03e29,f2d72367-861e-475c-8064-d88feaa4293e,2025-11-01 22:00:00,IAP,None,0.99
3f3270b9-d6c3-4539-a10b-ce0acaeaaba9,c1b5405e-3aa6-4a15-aafb-15483b9d03ca,2025-11-02 16:00:00,Ads,Banner,0.05
f025a768-c6ec-4cf2-9070-72945f30045e,fffc027a-cdc1-4beb-8bc6-e2c3ba986592,2025-11-01 14:00:00,IAP,None,14.99
f74042ee-9890-4e5d-aa71-9f6accd7f0f0,fffc027a-cdc1-4beb-8bc6-e2c3ba986592,2025-11-02 03:00:00,Ads,Rewarded,0.05
272b0d87-d5ea-48ca-a1b0-beb4d7373e08,22a2f623-b05b-4b8e-b4b5-365c83791dd8,2025-11-01 06:00:00,Ads,Rewarded,0.05
bcedd7bc-abe0-4a41-87f2-7b932aa3b764,7bbee960-bec1-4397-b9eb-a270ad085856,2025-11-01 20:00:00,IAP,None,14.99
21d3d4ab-bf8b-40d5-bade-1ebd24738e87,b9a95de1-87d8-4907-ba18-e57e5b7f3042,2025-11-02 11:00:00,Ads,Rewarded,0.05
ca20be79-6010-4f9a-b1a5-42c43a22fcd4,797b1b91-66c4-4ad6-9819-85e135188bef,2025-11-01 15:00:00,Ads,Interstitial,0.05
15991065-72a2-44e1-9d6b-95269aee706d,4b8d8b46-c3bd-4f5f-b1bb-eee2c99bb657,2025-11-01 12:00:00,IAP,None,4.99
49e0696f-303a-4266-a31c-ee7fe5f01365,57a52512-f46a-4132-97e4-cba1ac358f7d,2025-11-01 22:00:00,Ads,Interstitial,0.05
95cc9e94-3d37-417d-b6f8-cc16c28330d8,57a52512-f46a-4132-97e4-cba1ac358f7d,2025-11-02 21:00:00,Ads,Interstitial,0.05
0ad8bef6-0c50-469f-9df9-9bb51ac7d4b9,7674f114-3b6c-4793-aebe-80c2a233a51c,2025-11-01 09:00:00,IAP,None,0.99
262d9bee-c8f2-432d-a89e-e95e00f6d4f5,862eb21d-2a23-4006-a4bb-7a54175e855a,2025-11-01 14:00:00,Ads,Banner,0.05
e87047ff-2c0a-4a92-8a3e-3affc459508d,fb85468b-f546-40f7-bc32-0ac32c2c508d,2025-11-01 02:00:00,IAP,None,4.99
ee8773b0-0fa3-4579-a072-d4cdfdbcdc8e,13da28ac-4983-4488-bf17-388f420b527c,2025-11-01 11:00:00,Ads,Rewarded,0.05
d3997cc2-73fb-4738-a954-953c3479bf4c,67a7b756-6457-4a19-b14f-21b1691e0f7f,2025-11-01 10:00:00,Ads,Rewarded,0.05
31340b48-1c68-4437-a15e-395f94dd491e,e6dc25a6-f992-4144-8beb-0c55d7c01acc,2025-11-01 22:00:00,Ads,Interstitial,0.05
a0c3cf4a-7374-44b8-9612-197df824c17a,e797dd80-9706-4ccd-a81d-989044b9cdf8,2025-11-01 19:00:00,IAP,None,0.99
22281997-331e-41ed-8a6f-a5cb648deef4,1f0d3138-2390-4fbf-8160-680e416adab4,2025-11-01 04:00:00,Ads,Rewarded,0.05
298f22c2-16cf-4661-a790-8536dfe4ce52,c7f667d9-8735-4f94-90d1-c20082b49cff,2025-11-01 11:00:00,Ads,Banner,0.05
5fda634e-2724-4a25-b375-1952bbd85464,e9254df5-872d-4fc8-80b2-1cf7622c488a,2025-11-01 02:00:00,Ads,Interstitial,0.05
aebf4af9-1b93-4c8a-8441-34801e6091a0,e9254df5-872d-4fc8-80b2-1cf7622c488a,2025-11-02 09:00:00,Ads,Rewarded,0.05
4c3f295b-78b1-4d60-9a12-4f19cd796c6c,3bd45e40-5ce6-456f-8084-d369ccefe2a3,2025-11-01 08:00:00,Ads,Interstitial,0.05
9645989a-0d3b-42dd-9555-fb606763526c,6aef391b-aeca-442a-8f3e-87b47da6bd87,2025-11-01 03:00:00,IAP,None,0.99
20c8d56a-6fa2-40f2-901a-04c6645bc95e,6aef391b-aeca-442a-8f3e-87b47da6bd87,2025-11-02 14:00:00,IAP,None,14.99
fff6c094-037d-4a36-a3a9-b2188751c2bd,6aef391b-aeca-442a-8f3e-87b47da6bd87,2025-11-04 15:00:00,Ads,Banner,0.05
976a8af2-cd12-4731-9e45-1f697b645239,70040a6e-c4a2-4008-9d13-3723d6ffcd78,2025-11-01 08:00:00,Ads,Rewarded,0.05
d6851422-3b7f-44ae-a151-7ebd69e97172,d6799411-ba30-41dd-b4f3-24dae6741bbc,2025-11-02 11:00:00,Ads,Rewarded,0.05
3e17a06c-2160-4b1f-9fe8-9210ab4279f4,88dbeb45-21c9-4d81-ab5d-a7cfe6c06969,2025-11-01 13:00:00,Ads,Banner,0.05
c81c010d-fa49-4a74-adeb-6f62dc499938,88dbeb45-21c9-4d81-ab5d-a7cfe6c06969,2025-11-02 02:00:00,Ads,Banner,0.05
5c82266d-b51e-4f06-abb1-d83f55db02c5,88dbeb45-21c9-4d81-ab5d-a7cfe6c06969,2025-11-04 07:00:00,Ads,Rewarded,0.05
2adf3056-25b8-43f4-8e56-2a51a8ad5346,f9c76d9d-7bcf-4ca4-a256-9008d717508d,2025-11-01 13:00:00,Ads,Interstitial,0.05
cfdb0045-424d-4caf-b430-798d5a98d491,b4eade95-40e0-48a0-b9fd-a024bf50cd3c,2025-11-01 04:00:00,IAP,None,14.99
402e7592-cb3f-466a-9460-3d4346d4741d,340ead13-272a-41f9-9162-40fba202f5df,2025-11-01 11:00:00,IAP,None,0.99
09c990f7-5223-4200-a292-71c38f7e09f4,c52ecdbc-27f3-4d7d-b69e-e74ab887447d,2025-11-02 10:00:00,IAP,None,14.99
50c35473-7aa0-42f2-9625-c02072ad543e,88ecac40-f7be-407f-adbd-cff16a0bad48,2025-11-02 05:00:00,IAP,None,4.99
890b906b-90eb-4796-b09c-1e971bc2d0be,3cd088d3-b3f5-4bd1-8bb5-5a0cbd408f3a,2025-11-02 00:00:00,IAP,None,0.99
2c320024-886d-437c-ab2d-871dcecc0c3c,6915550c-9ad9-4595-b135-ae4ea6872c22,2025-11-05 13:00:00,Ads,Interstitial,0.05
f03a6333-be50-4d2b-852d-649c0aabb995,2e8e6bfe-3968-4941-a9fc-61a39829b637,2025-11-02 13:00:00,Ads,Rewarded,0.05
d77e1264-f8db-4d6e-a0fa-ba1ab809f8b9,37aff9ce-4fca-478d-8f3f-909054890a45,2025-11-02 11:00:00,IAP,None,14.99
15ad994e-e151-4de3-8768-cf97ed4b94a7,d6d417da-ebbc-4a97-b125-a5efa5d25325,2025-11-02 03:00:00,IAP,None,4.99
b9bb2730-4bbf-4d05-8413-7abfd889b0e6,2aad0e2a-ba27-45f7-9322-63e7b887fd39,2025-11-02 22:00:00,IAP,None,0.99
9c934ed7-c13d-43ab-9ccd-0549b9756508,1acaea1f-d1d9-46cf-ba9f-92a0cad999c8,2025-11-02 09:00:00,Ads,Rewarded,0.05
97472593-8cb6-4e62-bdf2-a05301b25676,3d624435-f852-439e-88e0-f267ede9491e,2025-11-02 12:00:00,IAP,None,4.99
20a7a740-4a1a-476a-abf7-60f6050364fa,3d624435-f852-439e-88e0-f267ede9491e,2025-11-03 12:00:00,IAP,None,4.99
2650ef25-c5e5-4aed-af68-5b104048bcf7,a6956fec-25da-44c7-bb72-d7d8e23c4999,2025-11-02 15:00:00,Ads,Banner,0.05
08eafdb1-4c0d-4be2-b2cb-b0742b0369ce,bbfe282a-b4fb-4af7-b2cc-7fb479f63bcb,2025-11-02 18:00:00,Ads,Interstitial,0.05
8bb4014b-be33-48ce-bb25-aaddeba17d16,0d278055-1213-48e4-9819-6129bc278269,2025-11-02 13:00:00,Ads,Rewarded,0.05
a293d48b-3350-43bd-ad0f-ae1be31030cb,64433382-141b-4e59-9137-5c4550c0fc02,2025-11-02 07:00:00,IAP,None,14.99
c4f3d2ff-89c7-4bc9-9af8-5117e773bb85,b2ba0ca1-c9e2-4505-8359-654e5ad53a82,2025-11-03 19:00:00,Ads,Banner,0.05
931bf67f-b009-48cc-bc38-42775fafe29c,08bc7983-c893-4b7c-9be4-e6daef601cf2,2025-11-02 15:00:00,Ads,Rewarded,0.05
79160519-6c30-4a95-8b42-481454bb629d,d4543064-14d9-47e9-8c32-682e273bf724,2025-11-02 18:00:00,IAP,None,14.99
6732bee1-1e81-4a1e-92fa-2620da7f831a,b950771b-6958-4f0d-ae4d-c68cc88fdec1,2025-11-02 01:00:00,IAP,None,14.99
af2390b0-2d8b-4142-bca0-4bd3bafedd13,c080074a-1cd7-4cab-8b11-c1e35aba8d48,2025-11-02 10:00:00,Ads,Rewarded,0.05
2a3d8e7a-d780-4276-a661-b9f755daee62,8bb387a5-00f7-48d5-85df-c45d955008d2,2025-11-02 15:00:00,Ads,Banner,0.05
451c1a86-b558-413a-9006-d436f08747a6,ba1cd210-a74b-450f-a1ac-e7fe480a462c,2025-11-02 07:00:00,IAP,None,14.99
998df6d2-40a3-4a3b-b66b-250cd28c7cce,ba1cd210-a74b-450f-a1ac-e7fe480a462c,2025-11-03 08:00:00,IAP,None,14.99
5b5b4f92-9944-4d23-a71d-49904e726976,51b7e917-4c21-4ba2-aa6b-49dae946e046,2025-11-02 09:00:00,IAP,None,0.99
d8fc3d9c-134f-4d58-b5bb-27c04fc9e969,51b7e917-4c21-4ba2-aa6b-49dae946e046,2025-11-03 07:00:00,Ads,Banner,0.05
bbc51be0-1f40-4343-915f-a98b11e0bfb4,57995869-5f73-4905-b510-3a0bd728e7ae,2025-11-02 06:00:00,Ads,Rewarded,0.05
bb2622a0-662b-44c7-ae86-cbf0b67699ef,f879426c-07c4-4759-8f70-f1b913265645,2025-11-02 11:00:00,Ads,Interstitial,0.05
59cfa896-3ca8-483e-a405-221211f448d5,fd8e29bd-432f-4b2a-86f7-78e42d4b5668,2025-11-02 15:00:00,Ads,Interstitial,0.05
a2fd7f88-3654-43b8-b3bd-c1ff5caed5ea,f7ff4984-bbc5-4915-b75e-f420ee5c05cd,2025-11-02 22:00:00,IAP,None,0.99
b36fa100-bf88-4563-b2a3-dd3a394fac60,0f23af24-6f7a-420f-a59e-03b1e7819f4e,2025-11-02 05:00:00,Ads,Banner,0.05
76c33d58-ea04-439d-81a4-322ec3760a70,bbd1e28c-ccbc-42ae-91d4-dfdd1f02c7fc,2025-11-02 08:00:00,Ads,Banner,0.05
94c09088-d824-4818-9cd2-5cdf9c860d04,7ba29fdd-e6b4-419c-a6cf-243ca581130c,2025-11-02 08:00:00,IAP,None,4.99
5e78f4f6-d981-42a9-a39c-a8b70f92cde3,9b3089db-3f31-444e-80cc-d436accb0042,2025-11-02 13:00:00,Ads,Rewarded,0.05
d9d470d7-4841-4226-a202-cc1f1ef7a5e4,7c0a35b1-cdb0-4093-af52-a0347468fe25,2025-11-02 19:00:00,Ads,Banner,0.05
c4312cb3-2da0-4bca-a7d2-01697869acd5,470f5082-ed6b-471f-9b26-82c67b89f3ec,2025-11-02 19:00:00,IAP,None,4.99
662d5966-4c8f-4b21-b911-86a9ca8fc234,f82c6613-5b8d-44ea-b0b2-c06c557d9bfe,2025-11-02 01:00:00,IAP,None,4.99
42c2193a-d824-4145-ab69-5d884e0a4add,f82c6613-5b8d-44ea-b0b2-c06c557d9bfe,2025-11-03 15:00:00,Ads,Interstitial,0.05
7a8ceec7-dd4e-4364-8141-740247c2abe0,42adaf46-01ce-44b8-b110-20f771c5bd5c,2025-11-02 05:00:00,Ads,Rewarded,0.05
621042ed-b181-4386-8ceb-421c309a7536,ce474c36-b106-44f8-81ea-17e50767f864,2025-11-02 02:00:00,Ads,Interstitial,0.05
5882eba3-8bb4-4a74-b2ff-8c1a0293bd25,ce474c36-b106-44f8-81ea-17e50767f864,2025-11-03 02:00:00,IAP,None,4.99
d9bc2adf-8f2e-42f2-a7e5-f5c870c1ade2,837d5108-c3ac-47bd-a1cf-39688c1b56b0,2025-11-03 09:00:00,Ads,Rewarded,0.05
bc811fa9-c982-48db-a85a-2acd0e5a7e48,332a4c56-f0db-43da-ac33-bdf5a54e47d6,2025-11-02 03:00:00,Ads,Banner,0.05
24db7451-b295-4fdc-91ce-9de5d4a0e4e1,fe8f1283-b095-410e-8119-a08732e4bf0b,2025-11-03 08:00:00,Ads,Banner,0.05
0272abfc-c7ac-4ba4-9952-b86beb948084,a9a736bc-4274-40a4-befa-95af24e9abf4,2025-11-02 00:00:00,IAP,None,14.99
f5268ab5-78f6-4220-b316-8d35566f29db,9e98f5b1-82e5-4586-8a2c-9a7819883e48,2025-11-02 02:00:00,Ads,Rewarded,0.05
